Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Implantation et efficacité d'un programme de prévention de l'agression sexuelle pour les étudiantes en milieu universitaire : Les milieux sont-ils prêts et le programme est-il efficace lorsque plusieurs facteurs de risque sont présents?,"['Daigneault, Isabelle']","['Baril, Karine', 'Bergeron, Manon', 'Dagenais, Christian', 'Dion, Jacinthe', 'Hébert, Martine', 'Paquette, Geneviève', 'Senn, Charlene Y']","['Femmes', 'Prévention', 'Violence Sexuelle', 'Étudiants Universitaires']",100000.0,379005,"L'agression sexuelle des femmes adultes au Canada en 2009 a entraîné des coûts de plus de 4,8 milliards en frais médicaux et autres coûts associés. Si rien ne change, 1 femme sur 4 sera agressée sexuellement, ou vivra une tentative d'agression, durant ses études universitaires. Ces expériences ont des conséquences négatives immédiates et à long terme sur la santé mentale et physique. Une équipe de chercheurs canadiens a mis au point un programme visant à diminuer le risque de subir une agression sexuelle pour les étudiantes universitaires, que l'on nomme EAAA. Le programme a démontré son efficacité et permet de réduire l'agression sexuelle de 46% et les tentatives d'agression sexuelle de 63% pour les femmes l'ayant reçu en comparaison à celles ne l'ayant pas reçu. La recherche proposée constitue la prochaine étape logique qui permettra de déterminer si les milieux universitaires sont prêts à l'offrir et à vérifier s'il est efficace lorsqu'offert en milieu naturel et auprès de toutes les étudiantes, même celles présentant des niveaux de risque de subir de la violence sexuelle qui sont plus élevés que la moyenne. La formation et la supervision sera transférée aux professionnels des campus universitaires, qui offriront ensuite le programme EAAA à leurs étudiantes. Les professionnels et les étudiantes participeront à la recherche visant à identifier les conditions nécessaires à son implantation et à examiner l'efficacité du programme dans ce contexte, notamment s'il demeure efficace en présence de plusieurs facteurs de risque de violence sexuelle (handicap, maltraitance durant l'enfance, minorité de genre et sexuelle, etc.). En plus d'être diffusés à d'autres chercheurs par des conférences et publications, les résultats seront partagés avec divers intervenants en prévention de la violence sexuelle, étudiants et décideurs des milieux impliqués dans un atelier délibératif qui permettra de déterminer les conditions d'implantation du programme dans d'autres universités."
Préimplantation et implantation d'un programme de prévention de l'agression sexuelle pour les étudiantes en milieu universitaire : Les milieux sont-ils prêts et le programme est-il efficace lorsque plusieurs facteurs de risque sont présents?,"['Daigneault, Isabelle']","['Baril, Karine', 'Bergeron, Manon', 'Dagenais, Christian', 'Dion, Jacinthe', 'Hébert, Martine', 'Paquette, Geneviève', 'Parent, Sylvie', 'Pelland, Marie-Andrée', 'Savoie, Lise', 'Senn, Charlene Y']","['Femmes', 'Prévention', 'Violence Sexuelle', 'Étudiantes Universitaires']",696149.0,390158,"L'agression sexuelle des femmes adultes au Canada en 2009 a entraîné des coûts de plus de 4,8 milliards en frais médicaux et autres coûts associés. Si rien ne change, 1 femme sur 4 sera agressée sexuellement, ou vivra une tentative d'agression, durant ses études universitaires. Ces expériences ont des conséquences négatives immédiates et à long terme sur la santé mentale et physique. Une équipe de chercheurs canadiens a mis au point un programme visant à diminuer le risque de subir une agression sexuelle pour les étudiantes universitaires, que l'on nomme EAAA. Le programme a démontré son efficacité et permet de réduire l'agression sexuelle de 46% et les tentatives d'agression sexuelle de 63% pour les femmes l'ayant reçu en comparaison à celles ne l'ayant pas reçu. La recherche proposée constitue la prochaine étape logique qui permettra de déterminer si les milieux universitaires sont prêts à l'offrir et à vérifier s'il est efficace lorsqu'offert en milieu naturel et auprès de toutes les étudiantes, même celles présentant des niveaux de risque de subir de la violence sexuelle qui sont plus élevés que la moyenne. La formation et la supervision sera transférée aux professionnels des campus universitaires, qui offriront ensuite le programme EAAA à leurs étudiantes. Les professionnels et les étudiantes participeront à la recherche visant à identifier les conditions nécessaires à son implantation et à examiner l'efficacité du programme dans ce contexte, notamment s'il demeure efficace en présence de plusieurs facteurs de risque de violence sexuelle (handicap, maltraitance durant l'enfance, minorité de genre et sexuelle, etc.). En plus d'être diffusés à d'autres chercheurs par des conférences et publications, les résultats seront partagés avec divers intervenants en prévention de la violence sexuelle, étudiants et décideurs des milieux impliqués dans un atelier délibératif qui permettra de déterminer les conditions d'implantation du programme dans d'autres universités."
The Canadian Cardiac Arrest Witness Registry Think Tank: Working together to build an interactive citizen engagement opportunity,"['Dainty, Katie N', 'Zambon, Sandra']","['Brooks, Steven C', 'Buick, Jason', 'Cheskes, Sheldon', 'Morrison, Laurie J', 'Vaillancourt, Christian']","['Bystander Cpr', 'Cardiac Arrest', 'Knowlege Translation', 'Public Engagement']",16673.0,334728,"Out of hospital cardiac arrest (OHCA) is a significant cause of death worldwide and in Canada, approximately 40,000 occur each year; that's one every 13 minutes.  Although past efforts have nearly doubled survival rates for OHCA victims, the current average rate remains very low at approximately 10%.  We know from research that a victim that receives CPR from someone nearby has 4 times better chances of surviving than those that don't, however the rates of bystander CPR are also alarmingly low, only 30-40% of OHCA victims receive CPR before emergency medical services arrive.

Our team has been discussing the idea of building a prospective, web-based national registry of out-of-hospital cardiac arrest witnesses. We feel it is the time to have a formal ""think tank"" in order to plan the implementation and evaluation of the ""Canadian Cardiac Arrest Witness Registry"" project and bring together important stakeholders and end users.  The goal of this meeting is to have a rich, multi-perspective discussion about the viability and details of building an OHCA Witness Registry that will ultimately lead to a funding proposal outline.   We will bring together key stakeholders from across Canada as well as international experts in bystander CPR and several previous OHCA witnesses in order to really be able to think about the implementation and evaluation of this project from all angles.  The Witness Registry has tremendous potential to be the perfect vehicle for a variety of types of citizen engagement that involve two-way exchange driven by the public themselves.  Most importantly this meeting will allow us to bring together a diverse group of citizens, not just the usual stakeholders, for ongoing dialogue, deliberation and collaboration to inform our bystander CPR research agenda moving forward."
Perspectives of Persons Living with Memory Problems and their Caregivers on Managing Eating Challenges and Swallowing Problems in the Community,"['Dakkak, Hana']",['N/A'],"['Aging', 'Dementia', 'Malnutrition', 'Nutrition']",1355.0,498000,"Older adults living with dementia may experience a range of challenges that impact their ability to consume an adequate amount of food and fluids, increasing their risk of malnutrition, dehydration, and negative health outcomes. In addition to providing adequate nutrition, mealtimes provide persons living with dementia with an opportunity for meaningful social interaction, relationship-building and expressing identity. While persons living with dementia prefer to maintain quality of life and well-being at home for as long as possible, this goal may be compromised by their experiences of swallowing difficulties and eating challenges. Swallowing problems and eating challenges can lead to negative consequences such as loss of eating ability, compromised nutritional status and quality of life, and stress in both persons living with dementia and their caregivers Few studies have examined the perspectives of persons living with dementia experiencing swallowing problems and their caregivers. To date, there is no information available on how swallowing problems and eating difficulties among persons living with dementia in the community are managed and their experiences in doing so. Literature reports a need to examine how persons living with memory problems such as dementia and their caregivers manage mealtime changes in the community. Therefore, the proposed study aims to understand the experience of persons living with dementia or diagnosed memory problems and their caregivers in managing eating challenges and swallowing problems in the community. Examining challenges faced by persons living with dementia and their caregivers will shed light on their experiences of ageism, discrimination, and other biases in healthcare, and It will inform health services of their needs to receive the support they need at home and improve care delivery. In addition, it will inform future intervention studies to improve nutritional outcomes and mitigate the risk of malnutrition."
Epigenetic mechanisms for the development of asthma,"['Daley, Denise']","['Greenwood, Celia M', 'Kobor, Michael S', 'Kozyrskyj, Anita L', 'Labbe, Aurelie', 'Laprise, Catherine', 'Pare, Peter D', 'Sandford, Andrew J']","['Asthma', 'Atopy', 'Environment', 'Epigenetics', 'Exposures', 'Gene-Environment Interactions', 'Genetics', 'Lung Function', 'Risk Assesement', 'Smoking']",1200000.0,277389,"Asthma is a common chronic disorder that affects both children and adults and causes decreased quality of life for those
who suffer from the illness and for their families. Asthma has several associated symptoms including wheezing, coughing
and mucus production. These symptoms vary among individuals in their range and severity. Asthma affects as many as 300
million people in the world and is the cause of 1 in every 250 deaths world-wide. The burden of asthma can be calculated in
both direct costs (medical care, drugs) and indirect costs mortality, quality of life, time lost from work or school, and reduced productivity). The Global Initiative for Asthma (GINA) report ranks Canada as 6th in the world in the prevalence of asthma in 13 and 14 year-old children. Asthma and related phenotypes are complex diseases with multiple genetic susceptibility variants, some of which interact with environmental factors. We need to better understand the causes of asthma 1) to reduce its prevalence; 2) to design better prevention and intervention measures; 3) to develop cost-effective management strategies; and 4) to improve diagnosis and treatment.

There is a genetic predisposition to asthma but increasing evidence shows that environmental insults such as smoking exposure, pollution,
viruses, and common allergens are involved in the development of asthma. This study is designed to see how these genetic and environmental factors interact to contribute to asthma. This knowledge could lead to preventative public health policies and/or new therapies."
"""Working Well"": Developing An E-Mental Health App for Long-term Care Workers","['Daly, Tamara', 'Wood, Teresa']",['N/A'],"['Body Maps', 'Burnout', 'E-Mental Health', 'Gender', 'Long-Term Care', 'Mindfulness', 'Occupational Health', 'Physical Activity', 'Self-Care', 'Yoga']",75000.0,361155,"This study aims to address individual nurse's and care aide's experiences of burnout in the long-term care sector with the development of a e-mental health app for mobile devices that incorporates mindfulness, yoga, physical activity and body mapping technologies.  The study will be informed by expertise in LTC work and work organization, health and physical wellness strategies, and seek collaborations with technical experts in developing apps and content experts in psychology.  The study will also work with a designer to create activities following universal design principles, to meet the needs of a workforce with varying levels of English fluency."
"A mixed methods exploration of young peoples' experiences of climate anxiety and its impacts in British Columbia, Canada","['Daly, Zachary R']",['N/A'],"['Climate Anxiety', 'Climate Change', 'Eco-Anxiety', 'Ecological Grief', 'Mental Health', 'Mixed Methods', 'Multisite Qualitative Analysis', 'Participatory Research', 'Surveys', 'Youth']",105000.0,436953,"Extreme weather events, negative impacts on agricultural production and the liveability of human settlements, as well as potential for mass migration and conflict have all been linked to climate change. This is increasingly being linked to mental health challenges such as PTSD, suicidality, depression, and substance use. At the same time, new concepts such as climate anxiety and eco-anxiety have emerged. Concerns about the mental health consequences of climate change have focused on youth, with the issue gaining attention through the activism of young people such as Greta Thunberg and Isra Hirsi. However, there is debate as to whether climate anxiety is always unhealthy or if it can instead be a healthy response to the current crisis. Furthermore, there is limited research on the role that adults and mental health professionals should play in helping young people with climate anxiety. This study will explore the impacts of climate anxiety among youth on British Columbia (BC), Canada, making use of both interviews and surveys. Twenty youth aged 13-17 will be recruited to participate in interviews. These interviews will explore young people's experiences of climate anxiety, ask how they cope, and elicit their expertise on how adults and mental health professionals can support them. Information from the interviews will then be used to create survey questions specifically about youth climate anxiety, which will be used in surveys given to 200 youth. The surveys will also have questions about overall anxiety, wellbeing, and young peoples' actions and knowledge about climate change. This will make it possible to explore the connection between climate anxiety and overall mental health, as well as whether engaging in environmental activities can be helpful, as some have suggested. This research will add needed evidence on the impacts of climate change on youth mental health in Canada as well as provide information on how to best support young people."
Medicine Bundle for Two-Spirit and Indigiqueer Peoples: Expanding and Adapting an Indigenous-Led Sexual Health Testing Program from Colonial British Columbia Across Turtle Island,"['Dame, Jessy M', 'Lachowsky, Nathan J']","['Bonertz, Lane T', 'Draenos, Christopher D', 'Klassen, Benjamin J', 'Morberg, Martin', 'Fleury, Mathew', 'Ronayne, Emma T']","['2s/Lgbtq+', 'Hiv', 'Indigenous', 'Indigiqueer', 'Medicine Bundle', 'Stbbi', 'Traditional Medicines', 'Two-Spirit']",450000.0,487633,"Sex is Sacred. The Two-Spirit Program at the Community-Based Research Centre (CBRC) has piloted a Medicine Bundle for Sexual Health Testing primarily within colonial British Columbia. The Medicine Bundle is the combination of Indigenous knowledge, teaching and medicines with Western sexual health testing. We have shared our learning at Two-Spirit gatherings across Turtle Island and at local, provincial, national and international conferences, with great interest from local Two-Spirit and Indigiqueer community members, Elders, Knowledge Keepers and Indigenous community organizations. This project will expand and adapt the Medicine Bundle to nations outside of colonial British Columbia within so-called Canada, who each have their own unique and distinct cultural approaches. These differences will be reflected in their relationship with the land, Indigenous medicines and what they choose to include in their Medicine Bundles."
The mediating role of protein carbonyls in the relationship between Western diet intake and cognitive function in late life: The NutCog-NuAge study,"[""D'Amico, Danielle N""]",['N/A'],"['Cognitive Aging', 'Lifestyle Determinants Of Health', 'Mediation Modelling', 'Nutrition And Diet Patterns', 'Oxidative Stress', 'Protein Carbonyl Biomarker']",1000.0,388081,"With an increasing aging population, research continues to illuminate factors that contribute to cognitive function in late life.  A growing body of research shows the significant impact that diet patterns can have on cognitive functions. Consumption of a Western pattern diet (e.g., red meat, high fat, and low fruit and vegetable intake) has been shown to associate with poorer performance on tests of memory, attention, and executive functions (e.g., thinking speed). Despite these associations, the underlying mechanism that mediates, or explains, the association between diet consumption and cognition is unknown. The authors propose that oxidative stress, or an imbalance between free radicals and antioxidants in the body, may serve as the biological underpinning between diet and cognition. To test this hypothesis, data from a subset of the Quebec Longitudinal Study on Nutrition and Successful Aging was analyzed. In 351 older adult men and women, mediation analyses showed that oxidative stress, as measured by serum protein carbonyls, fully explained the relationship between Western pattern diet and the executive function, processing speed. Understanding the underlying mechanism between diet and cognition is important as it may be used to inform prevention or rehabilitation programs that aim to maintain or enhance cognitive health in late life."
"Beyond ""At Risk"": Looking 7 Generations Ahead","['Danforth, Jessica']","['Diamond, Scosha G', 'Masching, Renee', 'Clark, Natalie']","['Aboriginal Youth', 'Cultural Safety', 'Hiv/Aids', 'Peer Education', 'Strength Based Approaches', 'Youth Leadership']",33000.0,314157,"A community based research project lead by the National Aboriginal Youth Council on HIV/AIDS (NAYCHA) and a team of adult and allied researchers, this project aims to speak back to the frequent portrayals and narratives of Aboriginal youth as being inherently ""at risk"" and approaches to HIV and sexually transmitted infections (STI) prevention efforts being deficit and disease control only focused. Aboriginal youth themselves with the support of the project team with lead the research that will examine the impacts of these approaches to their peers and community members and how Aboriginal youth can collaboratively respond and shift the approaches with new language and framework that is based on strengths, cultures, and empowerment."
Is Health Equity a Priority? Perceptions from Health System Decision Makers and Practitioners in British Columbia,"['Dang, Phuc']",['N/A'],['Ics Travel Awards'],1500.0,324437,"Health equity is the absence of avoidable or remediable differences in health between groups. The development of health inequities can be understood as a consequence of  multiple social, political, and cultural factors that give disproportionate benefit to some people, while disadvantaging others. Although the causes of health inequities extend well beyond the health system, reducing health inequity is nevertheless a key and growing policy focus in  health systems particularly public health.  This study explores the views of British Columbian (BC) health system decision makers and public health practitioners on health equity as a priority in their work.  We conducted 29 individual interviews and 25 focus groups with 171 participants from six BC health authorities and the Ministry of Health.  The participants represented two exemplar programs: mental health promotion and preventing the harms of substance use.  Participants included senior executives, public health directors, regional directors, medical health officers, managers, and public health practitioners.  The study design was case study and  we used critical discourse and situational analysis to develop an understanding of how public health decision makers and practitioners in each health authority and the Ministry of Health  talk about, value, and act on health equity. We paid particular attention to whether or not health equity is a priority.  Preliminary findings fall into three areas: (1) Health Equity Talk, (2) Health Equity as a Priority, and (3) Health Equity Strategies.  Decision makers valued health equity, but did not necessarily see it as a major goal of the health system in BC. At the same time, public health practitioners engaged in a wide range of health equity strategies. Definitions of health equity varied, reflecting different understandings of vulnerability, justice, and appropriate health system responses."
COVID-19 Impacts on Breast Cancer Screening and Care in the Caribbean and marginalized communities in Ontario.,"['Daniel, Juliet M']","['Anderson, Simon G', 'Azin, Arash', 'Chin, Sheray', 'Covelli, Andrea M', 'Date, Stephanie A', 'Lofters, Aisha K']","['Black Communities', 'Breast Cancer', 'Breast Cancer Care', 'Breast Cancer Screening', 'Cancer Support Services', 'Caribbean', 'Covid-19', 'Delayed Cancer Surgeries', 'Marginalized Communities']",498238.0,460369,"The COVID-19 pandemic has placed increasing demands on healthcare services globally with cancelled or delayed surgeries, and ICU capacity limits exceeded in many regions. Unfortunately, many Black and marginalized communities in Canada were disproportionately impacted by COVID-19 as they had high mortality rates due to being frontline essential workers (transit drivers, PSWs) and living in multi-generational homes. Globally, many healthcare services, including breast cancer screening, were paused during the initial lockdowns and this may have worsened breast cancer care and outcomes in Black and marginalized communities as they currently have the highest breast cancer mortality rate despite have a low overall incidence of breast cancer. In Ontario and the Caribbean, these populations are at higher risks for aggressive breast cancer and death partly due to lower screening and late tumor detection. Our study seeks to assess breast cancer screening practices before and after COVID-19 lockdown restrictions in immigrant Caribbean and marginalized communities in Ontario and in Barbadian and Jamaican women in the Caribbean. By determining the impacts of COVID-19 on breast cancer screening and care during the pandemic among these groups of women, our findings will help decrease the known gaps in breast cancer care and outcomes, and inform cancer screening and cancer care policies globally for millions of marginalized women diagnosed with breast cancer."
