Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Countermeasures to the supply chain disruptions in medical and pharmaceutical industries,"['Toyasaki, Fuminori']","['Asgary, Ali', 'Solis, Adriano O', 'Wakolbinger, Tina']","['Canadian Institutes Of Health Research', 'Natural Sciences And Engineering Research Council Of Canada', 'Social Sciences And Humanities Research Council']",130600.0,422562,"The intended research project focuses on the supply chain disruptions that medical/pharmaceutical industries are currently facing in the Novel Coronavirus Outbreak, due to the suppliers' strategic hoarding and consumers' panic buying behavior under psychological and behavioral uncertainties. Specifically, this proposed research project explores: factors that delay the resilience of medical/pharmaceutical industries' supply chain disruptions caused by the Novel Coronavirus Outbreak; and the feasibility of two countermeasures to the virus outbreak that we propose: (1) establishing a collaborative stock sharing/transshipment system; and (2) making an incentive contract with a potential second source that can produce highly customized medical/pharmaceutical items (e.g., protective clothing for or a new drug for novel viruses)."
China Canada Multiple Sclerosis Study,"['Traboulsee, Anthony', 'Wu, Zhiying']","['Li, David K', 'Rieckmann, Peter E', 'Sadovnick, A. Dessa', 'Zhao, Yinshan']","['Environmental Factors', 'Gene Expression', 'Genetic Susceptibility Factors', 'Multiple Sclerorsis', 'Questionaire', 'Rna']",150000.0,182766,"MS is caused by a combination of environmental and genetic factors. While MS was long considered a disease primarily of Caucasians of northern and central European ancestry, it is now being increasingly recognized in immigrants from low risk to high risk regions. 15% of the population of British Columbia is Chinese descent (Canadian Asians), and with over 500,000 individuals, we can look at rates of MS in this important population. This will give us an opportunity to study environmental differences between China and Canada, and potential genetic factors that can influence the overall risk of MS. The knowledge gained from this study could help us to better understand the possible causes of complex autoimmune diseases.  Neurologists at our MS center have reported that Canadian Asians often have a worse prognosis compared to the general population. It will be important to try and identify genetic factors that can predict future disability. This could guide doctors to choosing the best therapy as early as possible for all patients with MS in Canada and in China. This is the first systematic characterization of MS in patients with at least 50% Chinese ancestry in Canada. What we learn from this study, we can apply to other ethnic groups in Canada to better understand how to better treat MS within our diverse country."
FGF10 haploinsufficiency is associated with smaller airways lumen: implications for COPD susceptibility,"['Traboulsi, Hussein']",['N/A'],['Ics Travel Awards'],1000.0,382867,"Introduction: Chronic obstructive pulmonary disease (COPD) is the third leading cause of death. Despite a 50% decline in cigarette smoking over the past 5 decades, the burden of COPD has not decreased. These observations suggest that identification of risk factors, beyond smoking, that contribute to COPD are needed. We recently demonstrated- by standard computed tomography (CT Scan)- that two variations in the airways tree that occur in one quarter of a large population. These airway branch variants were associated with up to two-fold higher odds of prevalent COPD, and there was a genetic association between one of these variations with mutations in a gene encoding for a protein named fibroblast growth factor 10 (Fgf10). Fgf10 is required for the development of many branched organs, including the lungs, but the role of FGF10 in COPD is not completely known.
Hypothesis: Fgf10 reduction or mutations is associated with smaller airway lumens, a feature that increase susceptibility to the development of COPD.
Methods: Mice that express less Fgf10 (named Fgf10+/-) were obtained from UCSF (Dr. Ophir klein). Airway structure was assessed using micro-CT (for animals). Lung functions (resistance of airways, resistance and elastance of lung) were measured using machine named Flexivent (SCIREQ, Montréal). 
Results: Fgf10+/- mice have narrowed airways comparing with the control mice. Moreover, we showed that Fgf10+/- mice has more airway resistance.
Conclusion: We demonstrated that reduction in the amount of Fgf10 exhibit the similar COPD structure-function phenotype that we previously observed in 2 cohorts (ie. narrowed airways). Variations in airway anatomy, due to genetic factors, could be thus a COPD risk factor and easily identifiable by CT scan."
Economic evaluation of a school-based program for the prevention of obesity in Canada,"['Tran, Bach X']",['N/A'],"['Chronic Conditions', 'Cost-Effectiveness', 'Economic Evaluation', 'Economic Modeling', 'Health-Related Quality Of Life', 'Longitudinal Study', 'Obesity Prevention', 'Population Health', 'Return-On-Investment', 'School Health']",135000.0,270015,"Our previous research has identified the Health Promoting Schools Program (HPSP) as very effective in promoting healthy eating and active living and preventing childhood obesity. While better health behaviors and improved health status are important to public health decision makers, cost-effectiveness and return-on-investment are also important. However, economic evaluations of these programs have yielded mixed results and there is no Canadian data available yet.

We propose to conduct an economic evaluation of the HPSP by comparing its program costs with changes in proportions of obesity, health care costs, and quality of life of the Canadian population. We will develop a mathematical model to represent the lifetime progression of school children over five obesity-related health states, including: underweight, normal, overweight, obesity and death. Existing data from Statistics Canada's surveys, the assessments of the HPSP in Nova Scotia and Alberta, and from Medline and Cochrane searches will be used to parameterise the model. The model will project the trends of obesity epidemics in Canada and assess the long-term impacts of the HPSP on future disease burden. The outcome measures include program and health care costs, proportions of obesity and chronic conditions avoided, savings in medical expenditures and absenteeism costs, and quality-adjusted life years gained by the intervention. 

Findings of this study will inform resource allocation and justify investments in school-based health promotion. Moreover, effective school-based program in preventing childhood obesity that will also save future health care costs may become a key strategy in curbing the obesity epidemic in Canada."
Forget me not: a calvacade of commitment for Alzheimer's disease and related dementias,"['Tran, Chau', 'Sadavoy, Joel']","['Dudgeon, Scott', 'Greenwood, Carol E', 'Mihailidis, Alex', 'Mittelman, Mary S', 'Schulz, Mary E']","[""Alzheimer'S Disease""]",3000.0,236743,"Alzheimer's disease and related dementias is a malady which requires attention because of the increasing incidence in conjunction with the preponderance of an aging society.  According to the seminal report, the Rising Tide, the incidence of Alzheimer's disease and related dementias in Canada has been identified as 1 case being diagnosed every five minutes.  Most recent estimates indicate that 480,600 Canadians have dementia (i.e., 1.5% of the population).  Future projections suggest that this figure will rise to 1,125,200 Canadians with dementia in the year 2038.  The time cost of informal care provided annually to persons with dementia has been estimated as 231 million hours.  Not to be neglected are the economic consequences of dementia particularly to families who incur out of pocket expenses and physical fatigue from the challenges of caregiving.   On a positive note, there have been concerted efforts to devise solutions to the challenges which Alzheimer's disease and related dementias pose to health care practitioners, health policy decision makers, researchers, families and the patients.  The relationship between nutritional diet and Alzheimer's disease suggests that fast foods may be a contributing factor to the onset of this disease.  Engineers have been concocting novel technologies ranging from testing a winter coat to voice applications for dementia patients with speech difficulties.  The transcultural influences and social consequences have demonstrated the impact of this malady.  Caregiving can bear its emotional toll on families; however, the enhanced understanding of this disease lead to a wealth of teaching tools on coping mechanisms from geriatric psychiatrists.  The support of non-profit organizations, such as the Alzheimer Society of Canada, assist the families and persons affected by this disease."
Vitamin D and related biomarkers as predictors of severe influenza infection in children,"['Tran, Dat']","[""O'Connor, Deborah L"", 'Thorpe, Kevin E', 'Vieth, Reinhold']","['Biomarker', 'Disease Severity', 'Human Cathelicidin', 'Human Defensins', 'Influenza', 'Vitamin D']",135210.0,323503,"Influenza infection leads to hundreds of thousands of deaths worldwide annually, where many of these deaths are in young children. While some children infected with the influenza virus show symptoms similar to a common cold, others develop high fevers and may experience dangerous complications leading to organ damage and death. Interestingly, influenza can pose a threat to all children, regardless of whether they are otherwise healthy or not.

Genetic, viral and environmental factors may be at the root of varying severity of flu in children. At a nutritional level, nutrients such as vitamin D have been shown to be highly involved in lung health. It is thought that vitamin D may regulate the production of protective compounds in the lining of the respiratory system. Our team plans to determine if blood levels of vitamin D and these protective compounds have an impact on flu severity.

Our proposed project is associated with a large, Canadian study (called ""FluGene"") where patient recruitment has been ongoing since the 2007/2008 flu season. Influenza symptom severity will be measured using a scale index that is determined by reviewing questionnaire data collected during the study and patient health records. We will then examine the results to see if there is a relationship between the levels of vitamin D and related protective compounds in the blood of the flu-positive children and how severe their flu symptoms are.

Influenza infection is a recurring seasonal threat to children. Therefore, understanding the factors that make children vulnerable to a more severe level of infection is important, as it may inform changes in health care. It is known that vitamin D status is possible to correct, and deficiencies are easily and safely improved in children. This study would contribute to our understanding of pediatric health and would support future studies geared towards decreasing influenza-related deaths in Canada and worldwide."
"Shift work and cardiovascular risk in working women:  A process model linking physiological, behavioural and social pathways","['Tranmer, Joan E']","['Aronson, Kristan', 'Collier, Christine P', 'Day, Andrew G', 'Janssen, Ian M', 'Mcgillis Hall, Linda']","['Cardiovascular Risk', 'Gender', 'Mechanisms', 'Shiftwork']",357048.0,210974,"Recent national reports raise concern about the growing risk of heart disease in younger and middle-aged adults.  The face of heart disease is changing such that young adults are entering adulthood with a number of cardiovascular disease (CVD) risk factors and older adults have lived longer with their unhealthy habits and are developing heart disease at an earlier age.  A recent Heart and Stroke Foundation report identified adult women as a population at risk.  Given that adults spend a significant amount of time in the workplace, the potential influence of the work environment on CVD risk requires careful examination.  In this study we are focusing on one aspect of the work environment (shift work) and an identified at risk population (adult females) as approximately 28% of employed women have worked at some time in a shift work pattern, and this proportion of female shift workers is the highest among hospital workers.  Current studies, predominantly completed among male workers, suggest that individuals working night shift may be at increased CVD risk; however, the mechanisms linking shift work and CVD risk are unclear. The purpose of this study is to empirically test a mechanistic model that postulates that shift work is associated with increased CVD risk through its influences on 3 different but interactive physiological, behavioural and social pathways.   We will conduct an observational study and recruit 300 female hospital employees who have been in the workforce for at least 10 years. Information will be obtained through clinical assessment, biochemical measures, continuous actigraphy and self-report.  Our analysis plan is designed to elucidate the different hypothesized pathways linking shift work to CVD risk in working women.  The findings from this study will contribute novel findings to our understanding of the harmful and protective characteristics of shift work, and will inform the development of healthy workplace policies."
The first episode psychosis movement: an ethnography of new hopes to untangle stigma and psychosis,"['Tranulis, Constantin']","['Park, Melissa M', 'Whitley, Rob', 'Zafran, Hiba']","['Ethnography', 'First Episode Psychosis', 'Narrative Studies', 'Psychosis', 'Schizophrenia', 'Stigma']",107760.0,212110,"Early intervention for persons with psychosis is an emerging field in psychiatry and a radical shift in conceptualizing and
treating psychosis. Early intervention in first episodes of psychosis rests on the premise that treating early and using best
practices will improve the prognosis of psychosis. This is an ambitious goal, as past advances in bio-psycho-social research
of psychosis failed to materialize into durable and significant improvements for the persons suffering from psychosis.
Stigma, which is a deeply discrediting narrative about the person experiencing psychosis, can explain why overall real-life
prognosis of psychosis might not have improved in spite of all the advances of biomedical sciences.
We need to know what is at stake when the diagnosis of psychosis is given earlier and aggressive treatment is offered. The
experience of stigma can be deeply changed, with both positive effects (for example dissipating pessimistic views on
schizophrenia) and negative pitfalls (such as increasing the capacity of being labeled as ""psychotic"" by lay persons following
public education campaigns).
We are a team of clinicians trained and engaged in the FEP movement who are motivated to reflect and critically upraise our
clinical practice in order to understand the deeper and broader implications of this shift in treatment paradigm on our
practices and on our patients. We are dually trained as clinicians and social scientists and we aim to use our dual expertise
in order to create a rigorous reflexive space in which to research the new manifestations of stigma in psychosis.
Given the success of the FEP movement and of the changes undertaken in its becoming a mainstream therapeutic
paradigm, one cannot overemphasize the importance of exploring stigma in this new context. Our analyses will have a final
goal in finding potential targets for interventions aimed at reducing stigma in psychosis"
Safety Nets for Gender Variant Children and Youth,"['Travers, Ann']","['Morrow, Marina H']","['Children And Youth', 'Education', 'Gender Variance', 'Health And Social Services Supports', 'Mental Health']",10000.0,257939,"The Safety Nets for Gender Variant Children and Youth Planning project will facilitate and support the establishment of a team of multi-sectoral key experts to identify the shortcomings of current public and social services (health care, public education, criminal justice system) accessible to gender variant children and youth and their families. The project team will engage multiple viewpoints to identify key components of a new educational model and a framework for improving standards of care of gender variant children and youth in health, mental health, and social services contexts. This work will be informed by those with lived experience, and be responsive to the unique needs that affect the development and mental health of gender variant children and youth."
Social Exclusion and the Health and Well-Being of Gender and Sexual Minorities,"['Travers, Robb']",['N/A'],"['Gay And Bisexual Youth', 'Health And Hiv', 'Health Care Access Barriers', 'Hiv', 'Lesbian', 'Lgbt', 'Resiliency', 'Sexual And Gender Minorities', 'Social Exclusion', 'Transgender', 'Transgender Health']",300000.0,213856,"HIV has been shown to disproportionately affect groups that experience social exclusion, and in Canada, a strong case has been made to understand HIV in its social context. The Canadian Public Health Association notes that poverty, homelessness, stigma, addiction, violence, untreated mental health problems, lack of employment opportunities, powerlessness, lack of choice, lack of legal status and lack of social support create environments in which HIV and other illnesses flourish and spread.  Very little Canadian health research has focussed on understanding the health issues and health care needs of two marginalized populations,  transgendered and transsexual individuals as well as lesbian, gay, bisexual and transgender youth.  Drawing on a social determinants of health framework, this five year program of research will focus on exploring the role that social exclusion plays in shaping health outcomes, and healthcare access barriers for gender and sexual minorities.  Given the dearth of information addressing the needs of these populations in the Canadian context, a significant emphasis of this research program will be on identifying factors that will 1. lead to improved health outcomes, 2. help to ameliorate service access barriers, and 3. help to overcome vulnerability by fostering personal resiliency.  The program of research will be community based and collaborative, involving a number of community agencies and service providers as partners.  In addition, this research program will include significant opportunities for student mentoring.  This will help to support the development of a new generation of researchers in Ontario able to work collaboratively with community partners and other stakeholders to impact this epidemic.  A key goal of the research program will be to prioritize knowledge transfer and exchange initiatives that get data into the hands of decision-makers who need them."
"COVID-19 household study to assess secondary attack rates and the proportion asymptomatic, including children","['Tremblay, Cécile L', 'Boivin, Guy', 'De Serres, Gaston', 'Skowronski, Danuta Maria']","['Gantt, Soren M', 'Hoang, Linda', 'Jassem, Agatha N', 'Krajden, Mel', 'Morshed, Muhammad G', 'Prystajecky, Natalie Anne', 'Sadarangani, Manish', 'Sekirov, Inna', 'Singal, Mayank']","['Antibodies', 'Attack Rate', 'Covid-19', 'Household', 'Sars Cov-2', 'Serology', 'Transmission', 'Viral Excretion']",859485.0,430415,"The spectrum of illness associated with ""Coronavirus Infectious Disease 2019"" (COVID-19) due to the SARS-CoV-2 virus varies a lot. Most people experience mild or moderate illness but some experience severe illness requiring hospitalization or resulting in death. Cases without any symptoms (called asymptomatic) have also been reported but how frequently that occurs is hard to know because people with asymptomatic infections are less likely to be seen by a health care professional or to be tested for the virus. Children appear to be less affected overall by the pandemic, but some reports suggest they are more likely to have mild or asymptomatic infections so may also be missed. To get a better understanding of the extent to which mild or asymptomatic infections, including children, contribute to the overall burden and spread of COVID-2019, we propose a household study involving families with children in British Columbia (BC) and Quebec. When the first case in a household is identified, we will actively follow all of the household members for infection over a one-month period. We will measure how many become infected by testing them for SARS-CoV-2 antibodies in their blood at the start and end of the one-month period and by asking them to self-collect respiratory specimens weekly. All household members will complete a daily diary of symptoms so we can compare their test results to their symptom severity, including whether they had been infected without even knowing it (asymptomatic). To study immune responses and viral shedding in more detail, we will also offer a subset of households to participate in more intensive sampling. These findings will clarify the role of asymptomatic infections and children and help public health authorities navigate the next stages of the pandemic."
