Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Motor skill intervention for 4 year old children with Autism Spectrum Disorder: A pilot study,"['Bremer, Emily']",['N/A'],['Ics Travel Awards'],1000.0,278711,ICS Travel Awards
Advancing the fitness of children with autism spectrum disorder,"['Bremer, Emily']",['N/A'],"['Autism Spectrum Disorder', 'Children', 'Exercise', 'Fitness', 'Intervention', 'Measurement', 'Physical Health']",150000.0,339410,"Children with Autism Spectrum Disorder (ASD) have impaired communication, social, and behavioural skills. Research shows that they are also less physically fit than other children. Yet, the fitness measures used in these studies have not been proven to be suitable for children with ASD. Therefore, the possibility of measurement error complicates both the interpretation of these results and the planning of future research. The focus of this research is on establishing the most reliable and valid measures of physical fitness in 8-10 year old children with ASD; assessing the fitness of children with ASD in comparison to a matched control group of typically developing peers; and facilitating the design and implementation of clinical- and community-based physical health interventions for children with ASD. Study 1 will assess the feasibility, reliability, and construct validity of seven different test of physical fitness to determine which test(s) are best suited for 8-10 year old children with ASD. Study 2 will compare the fitness levels of 8-10 year old children with ASD with a matched control group of typically developing children to determine any differences. Results from the first two studies will facilitate the design and implementation of a physical health intervention for 8-10 year children with ASD and assess the effect of the intervention on numerous health and behavioural outcomes (Study 3). This novel program of research will have a positive impact on the health and well-being of children with ASD and will make a significant contribution to the literature. Funding this program of research will also highlight the importance of this work and will place Canadian research at the forefront of pediatric exercise science research for children with ASD."
Investigating the effect of physical activity on executive functions and health in adolescents with neurodevelopmental disorders,"['Bremer, Emily']",['N/A'],"['Adolescents', 'Cognition', 'Disability', 'Exercise', 'Intervention', 'Mental Health', 'Neurodevelopmental Disorder', 'Participation', 'Physical Activity']",135000.0,396999,"Executive functions (EF) are brain-based processes that are necessary for controlling goal-directed behaviours, and are related to several physical and mental health outcomes. Adolescents with neurodevelopmental disorders (NDD) experience significant deficits in their EF, along with low levels of physical activity, poor health, and an increased risk of mental health concerns. My postdoctoral research will seek to improve EF, and by extension mental and physical health, in adolescents with NDD through increased participation in physical activity. This work will include a series of studies to test both the immediate and long-term effects of physical activity on EF and health in this population. Results from initial lab-based studies will inform modifications to existing clinical and community physical activity programs, and the effectiveness of these modified programs will also be evaluated. Specifically, I will examine the immediate effect of different types of physical activity on changes in EF in adolescents with NDD. These results will inform a study exploring the long-term effect of physical activity on EF and health outcomes. Finally, in collaboration with existing clinical and community partners, modifications will be made to inclusive physical activity programs in order to target improvements in EF and health outcomes for adolescents with NDD, and the effect of these modifications will be tested in comparison to unmodified programs. These will be among the first studies to systematically test the effect of physical activity on EF and health outcomes in adolescents with NDD through a series of efficacy and effectiveness trials. It is anticipated that the results will contribute to the development of evidence-based physical activity programming for this at-risk population, which will have numerous implications across the sectors of health, education, and recreation."
The acute effect of exercise on executive functions in children with autism spectrum disorder,"['Bremer, Emily']",['N/A'],['Ics Travel Awards'],1000.0,391719,"Children with autism spectrum disorder (ASD) experience challenges with executive functions, cognitive processes that help to plan and control behaviour. Short bouts of physical activity can improve executive functions in children with typical development, but this has not been explored in children with ASD. The purpose of this study was to examine the immediate effect of two different exercise types on the sustained attention, a type of executive function, of children with ASD. Participants between 7-12 years of age completed three 20-minute experimental conditions, in a random order, on separate days: a circuit-based workout, treadmill walking, and sedentary movie watching. Immediately pre- and post- each condition participants completed a task to assess their attention, in addition to measures of motivation, task self-efficacy, and affect. Preliminary findings suggest greater improvements in attention following the circuit-based exercise in comparison to the other conditions. Participants also reported higher levels of motivation and greater self-efficacy toward completing the attention task following both exercise conditions in comparison to the sedentary condition. Lastly, participants reported the highest level of affect, or positive feeling state, during both exercise conditions (circuit and treadmill) in comparison to the sedentary condition. These findings suggest that a circuit-based workout is not only feasible for children with ASD but also leads to positive changes in executive functioning and feeling states."
Adult Health Outcomes in Male and Female Victims of School Bullying: A Longitudinal and Genetically Informed Study of Underlying Bio-Physiological Mechanisms,"['Brendgen, Rosemarie M', 'Boivin, Michel', 'Ouellet-Morin, Isabelle']","['Booij, Linda', 'Dionne, Ginette', 'Lacourse, Eric', 'Meaney, Michael J', 'Vitaro, Frank']","['Adult Health Outcomes Of School Bullying', 'Bio-Physiological Pathways', 'Differences Between Female And Male Victims Of Bullying', 'Protective Factors']",658329.0,321394,"Bullying in schools is a severe problem in many countries. In Canada between 20% and 25% of girls and boys are bullied by peers at some point during their school years. Little is known, however, about how chronic peer victimization during the school years may affect later mental health in young adulthood. Understanding this association is crucial, because mental health problems during young adulthood have profound implications for the quality of later life. It is also critical to identify the bio-physiological mechanisms through which peer victimization gets ""under the skull, skin and cells"" and leads to mental health problems in young adult women and men. Adverse experiences such as peer victimization are thought to trigger long-lasting disruptions in bio-physiological systems, which increase the risk of negative health outcomes later in life. From a prevention perspective, it is equally important to identify protective factors that may prevent bio-physiological system disruptions and the development of long-term mental health problems during adulthood in bullying victims. It is also essential to investigate differences between female and male victims in this regard, with in turn may explain health disparities between young adult men and women. To address these issues, we will use a genetically informed design based on 420 twin pairs (840 individuals) who were recruited at birth and followed until the end of high school. By accounting for the role of genetic influences, this design is ideal for understanding the influence of adverse environmental experiences on health. Together with the previously collected data, the proposed research will provide unique insights into the long-term effect of peer victimization and offer empirically-based resources for health professionals concerned with promoting a healthy transition to adulthood for female and male victims of school bullying."
Peer abuse and adolescent health: A biopsychosocial perspective,"['Brendgen, Rosemarie M', 'Boivin, Michel']","['Lupien, Sonia J', 'Vitaro, Frank']","['Abuse By Peers', 'Behavioral Genetics', 'Longitudinal Study', 'Mental Health', 'Physical Health', 'Twin Study']",523016.0,179439,"Peer abuse among children and adolescents is a severe problem in many countries around the world. Canadian data show that 30% of boys and 24% of girls are being beaten up, threatened, taunted, or humiliated by their peers. Although physical peer abuse tends to decline over the course of primary school, nonphysical forms of abuse such as rumor spreading or social exclusion actually increase with age, with a sizable peak between ages 11 and 15 when children experience puberty and enter high school. Previous research shows that peer abuse in the early primary school years is an important environmental stressor that significantly impairs the mental and physical health of the victims. However, the neurophysiological pathway underlying the association between peer abuse and physical and mental health problems is still not well understood. Moreover, little is known about the effect of long-term exposure to peer abuse on youngsters' physical and mental health as they reach adolescence. Finally, from a disease prevention perspective, it is crucial to identify protective factors that can mitigate the negative health consequences of peer abuse. To address these issues, the proposed research aims to: 1) assess the effect of peer abuse on mental and physical health problems after the transition from primary school to high school 2) investigate the neurophysiological pathway through which peer abuse impacts on adolescent physical and mental health, specifically the mediating role of HPA axis activity (cortisol) in the stress-disease linkage, 3) examine the potential exacerbating effect of genetic vulnerability and of prior peer abuse experiences during elementary school on the link between peer abuse, HPA axis activity, and health problems, 4) test the potential mitigating effect of social support resources on the link between peer abuse, HPA axis activity, and health problems, and 5) explore potential gender differences in regard to the previously described linkages."
Adult Mental and Social Health Outcomes of Peer Victimization:  The Role of Neural and Physiological Responses to Social Challenges and Stress,"['Brendgen, Rosemarie M', 'Boivin, Michel', 'Weinberg, Anna']","['Dionne, Ginette', 'Gouin, Jean-Philippe', 'Ouellet-Morin, Isabelle', 'Vitaro, Frank']","['Adult Health Outcomes', 'Longitudinal Cohort', 'Neural And Physiological Stress Responses', 'Peer Victimization']",699973.0,408687,"In Canada, up to a third of girls and boys are bullied by their peers. Depression symptoms are the most frequently reported consequence for bullying victims. For some, these negative consequences persist into young adulthood and beyond. Chronic peer victimization in school also increases the risk of revictimization in other contexts (e.g., in college, at work or in dating relationships) later in life. Adverse experiences such as peer victimization are thought to trigger lasting changes in how our brain works and the way our body responds to stress. However, the extent to which these neural and physiological responses are involved in explaining the long-term effects of peer victimization on mental and social health problems in emerging adulthood is still poorly understood. Equally important is the identification of factors that can protect against disrupted neural and physiological responses and long-term health problems in adulthood. To address these issues, we will use a genetically informed design involving 425 twin pairs who were regularly followed since birth until age 20. We propose to build on this rich data set with a new data collection in young adulthood (age 25) to examine participants' brain reactivity as well as their cardiac and hormonal responses during exposure to socially challenging and stressful lab tasks. Current depression symptoms as well as current victimization experiences and social support will also be assessed. An overarching aim will be to investigate possible sex- and gender-related differences in these associations. This research project will contribute to our understanding of how the well-known differences in depression and victimization rates between adult women and men develop. It will also offer important information about protective factors that can be used by health professionals to promote a healthy transition to adulthood for female and male victims of school bullying."
"HIV Prevention, Risk Perceptions, Behaviours, and Health Care Access Among Gay, Bisexual, Two-Spirit, and Other Men Who Have Sex with Men in the Context of Changing Social-Historical, Messaging, and Socio-Sexual Environments","['Brennan, David', 'Jollimore, Jody', 'Li, Alan T', 'McEwen, Owen J', 'Visser, Florentius', 'Adam, Barry D', 'Crath, Rory D', 'Gahagan, Jacqueline C', 'Gilbert, Mark P', 'Lachowsky, Nathan J', 'McCready, Lance T', 'Oliver, Brent W']","['Bacon, Jean', 'Brunetta, Jason', 'Jose, Murray G', 'Kovacs, Colin', 'Murphy, Kevin', 'Murray, James', 'Utama, Richard B', 'Zoccole, Art', 'Coleman, Todd A', 'George, Clemon', 'Hansen, Brian', 'Hart, Trevor A', 'Kirkland, Susan A', 'Lewis, Nathaniel', 'MacPherson, Paul A', 'Numer, Matthew S', 'Rangel, Jaime C', 'Scheim, Ayden', 'Shuper, Paul A', 'Tan, Darrell H']","[""Gay And Bisexual Men'S Health"", 'Hiv/Aids', 'Men Who Have Sex With Men', 'Mixed Method Design', 'Sexual Health', 'Social Determinants Of Helth']",9981.0,307876,"First diagnosed in gay men, the human immunodeficiency virus (HIV) continues to have a disproportionate impact on gay, bisexual and other men who have sex with men (hereafter, referred to as MSM). Over half the people in Canada living with HIV are MSM, and they account for about 70% of all new diagnoses among males in BC and about 75% of new diagnoses among men in Ontario. The HIV prevalence of MSM who participated in Canadian national M-Track surveillance was 15.1% (11.1%-23.1%). Senior, junior and community-based researchers in BC, Alberta, Ontario and Nova Scotia have come together to articulate a focused research agenda designed to reinvigorate HIV prevention for MSM. We hypothesize that MSM's sexual, physical and mental health experiences, their risk perceptions and behaviours as well as their access to and use of health services are influenced by social, legal, media, and sexual environments, which have all changed dramatically over the past three decades. Our objectives are to: (1) examine how the four environmental domains (sociocultural and legal landscape, media, perceptions of risk in changing virtual and real-world communities, access to appropriate health care and social services) impact the experiences of sexual, physical and mental health and health care access for a diverse sample of MSM across Canada and influence their risk and resiliency for HIV and other STIs; (2) identify policy and program changes that would reinvigorate HIV prevention for MSM; and (3) enhance capacity to conduct research on the changing social environments and determinants of health for MSM and to develop appropriate programs and services. To achieve these objectives, we will use a two-phase mixed method design to collect information. Phase 1 will involve an online, cross-sectional questionnaire (n=1000) recruiting MSM from four provinces. In Phase 2, we include 400 in-depth interviews recruited from the online survey to explore research questions qualitatively."
Exploring the Health and Wellness of Long-Term HIV-positive Two-Spirit Men in Ontario,"['Brennan, David', 'Zoccole, Art']","['Nobis, Anthony J', 'Jackson, Randy']","['Aboriginal Two-Spirit Men', 'Hiv And Aids', 'Long-Term Hiv-Positive', 'Resiliency']",,242464,"Aboriginal peoples living with HIV face numerous obstacles to health and wellness. Despite these obstacles, many two-spirit and/or gay/bisexual HIV-positive Aboriginal men who have been living with HIV for a long time (10 years or more) report that they are doing well. Little is known about the factors that impact the resiliency, health and wellness of two-spirit and/or gay/bisexual HIV-positive Aboriginal men who have been living with HIV long term. This study is designed to bring together a team of researchers comprised of Aboriginal and non-Aboriginal community members and academics to review existing research about resiliency among those living with HIV. Once we have summarized the research, we will conduct focus groups that have been modified to work similarly to Aboriginal sharing circles with HIV- positive two-spirit Aboriginal men who have had HIV for 10 years or more to obtain their input into how the summary of the research is relevant to their lives. Additionally, we will ask them what other areas we should be looking at for future research. The research team will then submit a grant for a larger study on resiliency among two-spirit and/or gay/bisexual HIV-positive Aboriginal men. We will summarize our findings and present them to communities and academics. This grant will result in three specific outcomes: (1) a substantial review of current academic literature on resiliency among those who have been living with HIV long term, (2) written and verbal community and academic reports of the sharing circle findings, and (3) a new research partnership of academics and community members will be strongly poised  to submit a larger CIHR operating grant for future research funding focused on enhancing and sustaining the health and wellness of two-spirit and/or gay/bisexual HIV-positive Aboriginal men who have been living with HIV long term."
Double Jeopardy? A Salon on the Joys and Discontents of Aging with HIV,"['Brennan, David']","['Rueda, Sergio']","['Aging', 'Health', 'Hiv']",3000.0,236970,"Since the advent of highly active antiretroviral therapy (HAART) in the 1990s, people with HIV are now living longer and HIV has evolved from a fatal disease to a more manageable long-term illness. Since 1998, the percentage of total reported AIDS cases in Canada among those 50 and over has increased from approximately 12% to nearly 20% in 2006 (PHAC, 2007) - a phenomenon known as the ""graying"" of HIV/AIDS. 
According to current research, older adults living with HIV/AIDS are affected physically, psychologically and socially in ways that may be exacerbated by age. For example, data from both the U.S. and Canada have consistently shown that older adults living with HIV/AIDS are significantly more likely to receive a late diagnosis than their younger counterparts diagnosis (Centers for Disease Control and Prevention, 2008b; Kohli et al., 2006), possibly as a result of the impact of aging on the immune system and lack of clinical suspicion for HIV among health care providers (CDC, 2009; Hall, 2009). Psychologically, older adults with HIV disease have higher rates of depression and social isolation than younger adults (Karpiak, 2006). HIV stigma has been shown to be an important issue facing older adults living with HIV (Emlet, 2007) that can be a barrier to care (Desquilbet, 2009).  
Despite this demographic trend and its impacts, the issue of aging with HIV has received little media and research attention and has been ""insufficiently taken into account by policies and the Canadian health system"" (Wallach, 2008, p. 1). The 2010 View from the Front Lines (the annual report on the activities of Ontario community-based AIDS service organizations) highlighted both the growing number of older clients and the need for more information to meet their needs."
"Measuring the impact of an innovative community-based peer-led app intervention to address the sexual health of gay, bisexual and other men who have sex with men.","['Brennan, David', 'Lisk, Ryan C']","['Ceranto, Andre', 'Garner, Alex', 'Griffiths, Dane', 'Urquhart, Alexander S', 'Kesler, Maya A', 'Souleymanov, Roustam']","['Gay Men', 'Health Care Access', 'Hiv/Stis', 'Intervention', 'Mobile Apps', 'Online Intervention', 'Online Technologies']",40000.0,379604,"This community-based research study seeks to examine the effectiveness of peer-based online HIV intervention in Toronto using the mobile application/app Hornet (a popular mobile dating app for gay and bisexual men). The goal of this intervention is to modify gay and bisexual men's HIV sexual risk behaviours and provide them with access to accurate sexual health information. The private, community, and academic research partnership team proposes to do this by developing a Hornet-specific online sexual health outreach educational training program with the help of our community partner, the AIDS Committee of Toronto. We will recruit and train gay and bisexual men who are Hornet users to become Hornet peer-led educational ambassadors. The research team will then evaluate Hornet ambassadors' satisfaction with the training, and also evaluate the knowledge and skills they gained after going through the online outreach educational training program. After ambassadors complete the training, they become active online outreach workers, where they will interact with to gay and bisexual men (service users) on the Hornet app to provide them with information and referrals regarding sexual health. Service users who interacted with Hornet ambassadors and who agree to be contacted at a later date will be invited to take a short online survey that will assess the impact of our intervention on their behaviour, such as getting an HIV test or getting medications to prevent HIV. They will also be asked to reflect on their overall satisfaction with the program and if they have or would contact an ambassador again. We will also examine ambassadors' perspectives on their training program and the online outreach work. This innovative project has the potential to provide evidence to inform new online HIV interventions and sexual health outreach programs targeted at gay and bisexual men who are at risk of HIV."
