Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
"Nutrition shift and type 2 diabetes in rural Tamil Nadu: disease perceptions, etiology, and solutions","['Little, Matthew R']",['N/A'],"['Diabetes Mellitus Type 2', 'Diet And Nutrition', 'Disease Perceptions', 'Epidemiology', 'Food Security', 'Health Policy', 'Health Services', 'Mixed Methods', 'Nutrition Shift', 'Population Health']",150000.0,299871,"Impaired glucose tolerance (IGT, also called pre-diabetes) and type 2 diabetes mellitus (T2D) are growing public health concerns in rural India. Although many factors contribute to the epidemiology of IGT and T2D, a principal component is diet.  The rural Indian population has undergone a nutrition transition in the past three decades, characterized by decreased consumption of coarse cereals, as well as increased consumption of white rice, wheat, fats, and refined sugars. Few studies have examined the effects of this nutrition transition on non-communicable diseases amongst marginalized populations in rural India. The proposed research will examine the relationship between diet composition and IGT/T2D in the villages of Anchetty and Peraiyur, Tamil Nadu. A cross-sectional study will be used to determine prevalence of IGT and T2D in each site and to identify leading risk factors. Results will be disseminated with maximum benefit to individuals affected by the diabetes epidemic via participatory workshops, policy recommendations, and NGO programming. We hypothesize that refined grain consumption contributes to increased prevalence rates of IGT and T2D, and that small millets have the potential to lessen this burden if made financially accessible to poor and marginalized populations. The development of a novel prevention/management plan for IGT and T2D will improve the quality of life for thousands of rural Indians."
Starting Investigator Workshop,"['Little, Matthew R']",['N/A'],"['Epidemiology', 'Food Environments', 'Food Policy', 'Indigenous Populations', 'Non-Communicable Diseases', 'Nutrition', 'Physical Activity', 'Population Health', 'Traditional Foods']",1500.0,383151,"My research merges a community-based participatory approach with quantitative and qualitative epidemiological methods to study food environments, food security, nutrition, and non-communicable disease among marginalized populations. Previously, these interests have led to projects on the burden and determinants of anemia, diabetes, and the double burden of malnutrition in Guatemala and southern India. Currently, I am conducting post-doctoral research on nutrition and environmental health in Nunavik, northern Quebec. 

I recently secured a position as Assistant Professor in Global Health and Qualitative Methods with the Department of Population Medicine at the University of Guelph. In the coming years, I plan to expand my research activities through three pillars, including: (1) examining the role of food environments in the double burden of malnutrition in south Asia through connections with the Madras Diabetes Research Foundation; (2) developing tools to assess food consumption and food environments in the face of the nutrition transition and climate change amongst Indigenous populations in Uganda and Peru within the CIHR-funded project, Climate Change and Indigenous Food Security, Food Safety, and Food Systems (CC-IFS3); and (3) examining associations between country food nutrients, contaminants, and cardiometabolic health outcomes in Nunavik under the overarching project Qaanuilirpitaa ('How are we now?'). These projects emphasize strong community partnerships, knowledge dissemination, and usable research outcomes (including academic and policy outputs). Such research aligns with the Institute for Population and Public Health (IPPH) mandate in several ways. I am currently at an ideal stage in my career to attend a Starting Investigator Workshop offered through the CIHR IPPH. This workshop offers an opportunity to establish my skills in research, knowledge dissemination, and grant writing in a supportive environment."
Developing innovative research tools to characterize food intake and food environments for climate change adaptation among Indigenous Batwa communities in Uganda,"['Little, Matthew R']",['N/A'],"['Climate Change', 'Climate Change Adaptation', 'Epidemiology', 'Food Environments', 'Food Security', 'Global Health', 'Indigenous Populations', 'Malnutrition', 'Non-Communicable Diseases', 'Nutrition']",135000.0,362087,"Climate Change has been referred to as the ""biggest global health threat of the 21st century,""  with significant effects on global food security and nutrition among global Indigenous populations. The Indigenous Health Adaptation to Climate Change (IHACC) program has worked with Indigenous populations for the past 8 years, and has highlighted a lack of research examining the potential impacts of climate change on food security and food environments, as well as a lack of adequate assessment tools for Indigenous populations in the global south. This postdoctoral research will address this research gap by employing community-based participatory methods to develop novel assessment tools and provide baseline evidence on food consumption patterns and food environments in Indigenous Batwa communities in SW Uganda. This research will identify opportunities for nutrition adaptations to climate change within complex and shifting food systems, thereby contributing to community resilience and food security in the face of the grand challenge of climate change."
The effects of nutrient intake and contaminant exposure on developmental health among coastal populations in a changing climate: Priority and agenda setting,"['Little, Matthew R']","['Ayotte, Pierre', 'Kenny, Tiff-Annie M', 'Lemire, Mélanie', 'Muckle, Gina']","['Child Development', 'Environmental Contaminants', 'Environmental Health', 'Epidemiology', 'Food Security', 'Global Health', 'Marine Foods', 'Pregnancy', 'Social And Cultural Determinants Of Health', 'Zoonotic Disease']",20000.0,392058,"Marine foods (fish and marine mammals) are critically important for the food security, health, cultural identify, and economic activities of coastal populations. However, in addition to their nutritional benefits, consumption of some marine foods poses certain risks to population health and child neurodevelopment due to exposure to environmental contaminants, zoonotic diseases, and natural toxins. Meanwhile, climate change will exacerbate pressures on marine ecosystems, and its effects on populations that depend on marine foods are uncertain. We aim to fill this research gap by examining the potential impacts of climate change on nutrient intake and exposure to contaminants, pathogens, and toxins among coastal populations, and subsequent implications for pregnancy and child neurodevelopment. Specific objectives are: (1) To conduct a scoping review to 'map' the literature available on the research topic, identify sources and extent of current evidence, and determine gaps; (2) To amalgamate previous data from established mother-child cohorts and align future research efforts through the establishment of a database, a biobank, and research guidelines; and (3) To strengthen international and local collaboration, refine research priorities, and establish work packages through a collaborative agenda-setting meeting."
Evaluating protocols for treating moderate acute malnutrition in the Philippines: Knowledge synthesis and agenda setting,"['Little, Matthew R', 'Dodd, Warren H', 'Lau, Lincoln']",['N/A'],"['Child Development', 'Childhood Malnutrition', 'Cultural Acceptability', 'Epidemiology', 'Food Security', 'Intervention Trial', 'Nutrition', 'Nutrition Interventions', 'Supplementary Feeding', 'The Philippines']",20000.0,412060,"Moderate acute malnutrition (MAM) among children under five is a serious public health concern in the Philippines. Recently, the Philippines Department of Health and the World Food Programme have promoted a new protocol for the identification and treatment of cases of MAM. This new protocol recommends treating children with MAM with one of three possible supplementary foods: ready-to-use supplementary food (RUSF); locally prepared foods with added micronutrient powder; or blended cereals. While the Department of Health primarily promotes RUSF, civil society organizations that fill service gaps may have their own internal protocols. However, no research has investigated the relative effectiveness of these treatment options in the Philippines. Our overall objective is to work with the health-oriented civil society organization International Care Ministries to synthesize current knowledge on supplementary foods for treating MAM and establish a new research project to evaluate the effectiveness and acceptability of RUSF versus other treatment protocols for MAM. Specific objectives are: (1) to conduct an updated systematic review of the effectiveness of supplementary food interventions for treating childhood MAM; (2) to conduct a scoping review to synthesize literature available on factors that affect the effectiveness of supplementary food interventions, including cultural congruity, allergy concerns, marketing, and stigma; and (3) to strengthen international and local collaborations, refine research priorities, and co-develop a research proposal through stakeholder consultations and a collaborative agenda-setting meeting."
"Fresh food prescriptions in Ontario: Knowledge dissemination, priority setting, and planning","['Little, Matthew R']","['Dodd, Warren H', 'Haines, Jess', 'Stringer, Eleah']","['Food Prescriptions', 'Food Security', 'Health Equity', 'Nutrition', 'Primary Care', 'Social Prescribing']",19999.0,460741,"Food insecurity and suboptimal diet are tandem public health concerns in urban settings across Canada. Food prescription programs, in which healthcare providers prescribe and link patients with sources of community food support, are an innovative approach to addressing food insecurity and improving nutritional health. This research proposal builds on the preliminary success of a fresh food prescription (FFRx) project in the Wellington-Guelph-Dufferin region of Ontario. It aims to analyze and disseminate research findings, strengthen intersectoral partnerships, and set an agenda for an Ontario-wide network to initiate a collaborative research project evaluating the effectiveness of fresh food prescriptions. Furthermore, this project addresses health equity by improving food security and health among low-income, urban residents. Specific objectives are to: (1) develop and disseminate outputs from the FFRx project ; (2) disseminate research findings from the FFRx project to multiple local stakeholders in the Wellington-Dufferin-Guelph region through a knowledge dissemination workshop; and (3) establish an Ontario-wide food prescription Community of Practice network and plan for a new research initiative through an agenda-setting meeting."
"Mobilizing knowledge on food security, country foods, and climate change in Qikiqtarjuaq, NU","['Little, Matthew R']","['Brockington, Meghan L', 'Chan, Laurie H', 'Kenny, Tiff-Annie M', 'Lemire, Mélanie']","['Climate Change', 'Country Foods', 'Food Security', 'Marine Ecology', 'Nutrition', 'Wildlife Management']",25000.0,480867,"The harvest, sharing, and consumption of country foods (i.e., foods harvested from the lands and oceans) are very important for the health, culture, and economy of Inuit. However, food insecurity (lack of access to sufficient culturally appropriate and nutritious foods to meet one's needs) is a severe concern across Inuit Nunangat (Inuit homelands) in the Canadian Arctic. Due to the confluence of colonial, socioeconomic, and environmental factors, country food consumption has declined and food insecurity is rising across Inuit Nunangat. Climate change poses an additional threat to country food access and food security, as warming and less predictable weather patterns will have consequences on Arctic species (e.g., whales, seals, walrus, fish, and birds) critical to the contemporary Inuit diet. Our research team has been working in Qikiqtarjuaq, Nunavut since the 1990s to evaluate dietary changes, nutrition, and Arctic ecology under environmental change. Activities included in this proposal build on the most recent research project, titled ""Co-developing innovative approaches with Indigenous partners to foster coastal resilience, food security, and sustainable marine harvests"" (hereafter FSMH), to share and mobilize research results with three primary objectives: (1) Develop and share research findings from the FSMH project; (2) Co-develop and co-facilitate an on-the-land knowledge sharing camp; and (3) Organize and facilitate a workshop with community leaders in Qikiqtarjuaq to mobilize research findings into strategic planning, policies, and programs that promote sustainable marine harvests, food security, and economic development"
Studying risk factors and striving to increase the efficacy of prevention programs for cutaneous melanoma in Canada.,"['Litvinov, Ivan V', 'Andrews-Clay, Kathryn']","['Netchiporouk, Elena', 'Claveau, Joèl', 'Cyr, Janelle', 'Ghazawi, Feras M', 'Gniadecki, Robert', 'Kremastiotis, John', 'Lagace, Francois', 'Le, Michelle', 'Mourad, Ahmed', 'Mukovozov, Ilya', 'Rahme, Elham', 'Sasseville, Denis']","['Behaviour Modification', 'First Nation Cummunities', 'Melanoma', 'Occupational Exposure', 'Patient Education', 'Prevention', 'Primary Prevention', 'Risk Awareness', 'Risk Factors', 'Sun Exposure']",93900.0,418510,"Melanoma's incidence in Canada is growing at an alarming rate. While recent studies improved the treatment of advanced melanomas, few efforts have addressed the public health implications of the rising burden of this cancer in Canada. Despite the rapid rise in incidence, only limited resources were devoted to target public awareness of melanoma, when compared to the United States or Australia.

In a series of our Canadian studies we documented that the rates of increase for melanoma incidence and mortality are much higher in men than in women. Furthermore, we found that in men, melanoma primarily developed on the head/trunk, while in women melanomas appeared on the arms and legs. Finally, we have identified specific regions in Canada with >2-fold higher incidence of melanoma. 

Our combined research highlights that populations in certain parts of Canada due to a variety of factors are at a higher risk of developing melanoma. Importantly, targeting disease awareness and patient education in men vs. women should be done differently since sun exposure practices and affected body areas differ between genders. Also, it is not known whether existing campaigns in other countries such as Australia might be applicable in Canada. It has not been studied how these campaigns should be implemented in our country considering our cultural and geographic diversity. 

In the proposed research with the focus on young adults (ages 18-30) we will study why certain communities may have higher incidence of this cancer than others; what types of melanoma prevention programs may be culturally sensitive and effective in the First Nations communities. We will use existing data nationally on precipitation, solar radiation, shade availability, tree canopy density, etc. to correlate important environmental risk factors with the geographic distribution of melanoma. We will use focus groups to develop gender and region-specific recommendations to help change sun exposure practices."
Assessing for risk of autoimmune disease following quadrivalent human papillomavirus (qHPV) vaccination: Stage I Comparing the baseline characteristics of vaccinated and unvaccinated girls eligible for Ontario's Grade 8 HPV Vaccination program,"['Liu, Erin Y']",['N/A'],['Ics Travel Awards'],1000.0,278903,ICS Travel Awards
"INSPIRE: INcreasing Students' Pathways to Information, Resilience, and Empowerment","['Liu, Jing Wen J']",['N/A'],"['Covid 19', 'Digital Health', 'Mental Health', 'Resilience']",90000.0,441133,"The uncertainties and change due to the COVID-19 global pandemic have worsened the existing mental health strains faced by post-secondary students (PS). PS are already at-risk due to the myriad of stressors related to academic pressure, family expectation, identity development, and role changes. Yet, evidence indicate a further increase of up to 40% in psychological problems in response to the pandemic, thus highlighting the urgent need for mental health and resilience promotion. However, service shortages due to changing guidelines and closures have reduced PS access to programs that may support them in their unique experiences and challenges. The INcreasing Students' Pathways to Information, Resilience, and Empowerment (INSPIRE) Program seeks to address the worsening mental health of PS impacted by the pandemic by building resilience capacity in individuals and communities. 

My post-doctoral research builds on the Multi-System Model of Resilience (MSMR), a theoretical model I developed and validated across several populations. The MSMR recognizes resilience as an evolving capacity stemming from how well resilience resources are mobilized in response to ongoing needs. My program of research will identify the unique experiences threatening PS mental health within the framework of the MSMR, and develop corresponding intervention strategies following evidence-based approaches. The INSPIRE program will use e-learning platform and gamified activities to build resilience capacities. As part of the planned integrated knowledge translation, an advisory committee will be formed to engage stakeholders in program planning, design, and knowledge dissemination through both novel (e.g., social media, digital storytelling) and traditional (e.g., community forums, conferences, papers) channels. Findings will generate a framework for mental health and resilience intervention program and delivery that can be scaled to extend reach and adapted for other population groups."
"Childhood Obesity Management Using Innovative Digital Technology: A ""Real World"" Randomized Community Trial","['Liu, Sam X']","['Ball, Geoff D', 'Masse, Louise C', 'Naylor, Patti-Jean', 'Nolan, Robert P', 'Rac, Valeria E', 'Rhodes, Ryan E', 'Xing, Li', 'Zhang, Xuekui']",['Childhood Obesity'],443700.0,409639,"Childhood obesity is a major public health challenge in Canada. Without intervention, overweight children will likely continue to be overweight during adolescence and adulthood. If current trends continue, by 2040, up to 70% of adults aged 40 years will be either overweight or obese.

Family-based lifestyle programs delivered at local communities can be effective. However, many families cannot attend these in-person programs due to travel distances and program availabilities. Additionally, these programs are not tailored to the family's culture, motivation level and personal goals. With continued improvements in the sophistication and access to
digital communication technology (e.g. Internet, wearables, smartphones), delivering tailored lifestyle programs using these tools may be well-suited to meet these challenges.

The goal of this project is to evaluate the effectiveness of a stand-alone web-based and a blended in-person and web-based program in improving health-related outcomes in children who are overweight or obese. This project can be incredibly impactful for B.C. residents as this web-based program can improve the access, reach and personalization of family-based childhood obesity prevention programs."
Planning for a Mobile Health Research and Knowledge Translation Platform for Chronic Disease Prevention and Management,"['Liu, Sam X']","['Ames, Megan E', 'Buckler, Elizabeth J', 'Chester, Sean', 'Paterson, Theone', 'Rhodes, Ryan E', 'Rush, Jonathan', 'Turner, Brianna J']","['Aging', 'Chronic Disease Prevention And Management', 'Knowledge Translation', 'Mobile Health']",9858.0,499833,"Non-communicable chronic diseases (NCDs) are a leading cause of death globally. The widespread availability of smartphones and wearables offers researchers potential solutions for NCD prevention and management. However, knowledge generated from NCDs and mHealth research often struggles to translate into practical use. Meaningful collaborations among researchers, knowledge users, and partners have been identified as highly effective in enhancing knowledge translation for addressing NCDs through mHealth. To tackle this challenge, our team has developed the first ""no-code"" mHealth app development research platform (Pathverse) enabling researchers to create custom NCD research apps without coding. This project aims to expand the platform to facilitate connections between researchers, knowledge users, and partners for collaborative NCD research. The study objectives are: 1) To engage with key stakeholders to determine research priorities, barriers and opportunities for designing a pan-Canadian Mobile Health Research and Knowledge Translation Platform aimed to prevent and manage non-communicable chronic diseases (NCDs) through behaviour changes. 2) To build research capacity for conducting future research on the pan-Canadian Mobile Health Research and Knowledge Translation Platform.  This 1-year project follows a participatory research framework with five phases, including environmental scanning, virtual consultations, and summarizing and sharing study results. The multi-disciplinary expertise within the study team ensures feasibility and potential impact on Canada's scientific and community landscape. The project will enhance patient engagement, strengthen the pan-Canadian Strategy for Patient-Oriented Research (SPOR), and build tools for applying innovative research methods to tackle NCDs."
Self-esteem and physical health in older adults: A longitudinal analysis,"['Liu, Sarah Y']",['N/A'],"['Aging Research', 'Cortisol', 'Depression', 'Developmental Research', 'Health Outcomes', 'Inflammatory Markers', 'Physical Functioning', 'Physical Health', 'Self-Esteem', 'Stress']",17500.0,278573,"Levels and variability in self-esteem are important personality factors influencing both psychological and physical health. Research has shown that self-esteem can be associated with psychological benefits such as reduced negative emotions and stress. Negative emotions and stress represent risk factors for disturbances in individuals' biological systems and physical health. In fact, if people experience stress, self-esteem has been shown to buffer associated effects on increases in cortisol secretion. It may prevent exposure to negative impacts of a person's immune functioning. This biological dysregulation is likely to increase older adults' vulnerability to developing a variety of age-related diseases. Self-esteem could protect physical health among people who experience stressful life events. Furthermore, research suggests that older adulthood is associated with a linear decline in self-esteem. This possibility will be investigated through analysis of data from a longitudinal study of older adults who have been followed over a period of 8 years (Montreal Aging and Health Study). It is hypothesized that declines in self-esteem will predict biological dysregulation of immune systems and increased physical health problems. The results from this research project are likely to discover mechanisms of successful aging that could be targeted in clinical interventions. It may thus contribute to improving quality of life among the elderly population and reduce associated costs for public health services."
"Added, free and total sugar content and consumption of foods and beverages in Canada","['Liu, Siyuan']",['N/A'],['Nutrition Consumption'],1500.0,418316,"Background
Consumption of sugars contributes to obesity and consequent chronic diseases. The World Health Organization and the US Department of Agriculture recommend consummation of added and free sugars not to exceed 10% of total energy intake (TEI). The added and free sugar content of foods and beverages consumed in Canada is not documente wd, and the sugar consumption and compliance with the above recommendation are unknown.
Data and methods
The added and free sugar content of 5,374 foods and beverages listed in the 24-hour dietary recalls of the 2015 Canadian Community Health Survey-Nutrition was calculated using established procedures. The distribution of usual intake of the added, free and total sugars by Canadians was estimated using the National Cancer Institution method.
Results 
On average, Canadians consume 57.07 g/day added sugars, 66.62 g/day free sugars and 105.83 g/day total sugars in 2015. The average estimated added, free and total sugar intake contributed to 11.4%, 13.3% and 21.65% of TEI, respectively. Only 49.05% and 33.48% of Canadians consumed no more than 10% TEI from added and free sugars, respectively. The high sugars food groups included desserts and sweets, breakfast cereals, baked products, beverages and snacks. Desserts and sweets, and beverages contributed to most sugar intake in the Canadian diet.
Interpretation
Most Canadians consumed added and free sugars in excess of recommendations. Estimated values in this study will help policymakers articulate intervention targets and help researchers to evaluate the health and economic impacts of excessive sugar consumption."
Concussion and Barriers to Care in Vulnerable Adolescents,"['Livingston, Emily']",['N/A'],"['Adolescents', 'Concussion', 'Epidemiology', 'Mild Traumatic Brain Injury']",105000.0,416768,"Mild traumatic brain injury, commonly known as concussion, is prevalent among Canadian adolescents. Despite increased attention to concussion, there may be a subset of vulnerable youth who are being overlooked. Our past work found that individuals who sustain multiple head injuries may have different risks and outcomes compared to those who sustain fewer injuries, for example, higher odds of engaging in assault and substance use (excluding cannabis; Livingston, Thornton, & Cox, 2017). This work resulted in changes to the subsequent province-wide adolescent health survey to allow for a more thorough investigation of mechanism of injury and medical care. This project aims to identify risk factors for not receiving medical care following TBI in adolescents and to determine the unique characteristics of youth who sustain multiple injuries. Identification and characterization of adolescents who are not receiving care is necessary to develop targeted programs to prevent and manage head injuries and their consequences. By determining the potential barriers to care and the needs of vulnerable groups, we may take immediate action to provide support to those who need it most. The results of this will be disseminated to the community, public health agencies, and policymakers to enact the necessary changes to protect our most vulnerable youth."
Completeness of Physician Billing Claims Administrative Health Databases in Canada,"['Lix, Lisa M']","['Kephart, George', 'Quan, Hude', 'Sikdar, Khokan C']","['Administrative Health Databases', 'Chronic Disease', 'Completeness', 'Data Quality', 'Pan-Canadian Study', 'Prevalence']",251558.0,255062,"Canada is internationally renowned for its large administrative databases and their value for describing the health of the nation's population. Databases that contain anonymized records of physician services are particularly important for studying chronic diseases, like diabetes, because they contain diagnostic information. However, the number of physicians being paid using the conventional fee-for-service method is decreasing, which reduces the amount of physician service information captured in administrative databases. This results in gaps in the completeness of information about the health of Canada's population and downward bias in estimates of the number of persons with chronic diseases. Our research will develop and compare different methods to estimate the completeness of physician databases in Canadian provinces and territories and apply them to study under-estimation for three chronic diseases (diabetes, hypertension, and bowel diseases) in four provinces, including Manitoba, Saskatchewan, Newfoundland and Labrador, and Nova Scotia. Computer simulations will also be used to compare the efficiency and performance of these methods. Recommendations will be developed about choosing a method for measuring the quality of physician databases. This research will help data managers and users across Canada focus on opportunities improve data quality. Ultimately, this research will lead to better information about the health of Canada's population."
Advancing the Science of Data Quality for Electronic Health Databases: Applications to Chronic Disease Research and Surveillance,"['Lix, Lisa M']","['Jiang, Depeng', 'Leslie, William D', 'Quan, Hude', 'Williamson, Tyler']","['Accuracy', 'Administrative Health Data', 'Chronic Disease', 'Clinical Registries', 'Completeness', 'Electronic Medical Records', 'Missing Data', 'Statistical Models', 'Validation']",962920.0,313886,"Overview:The vision of my research program is to strengthen chronic disease research and surveillance in Canada by harnessing the power of new pan-Canadian electronic health databases. This is an important time to focus on the optimal approaches to measure chronic disease in the population, given increasing rates for many chronic conditions and growing numbers of individuals with multiple conditions. New databases that are emerging as important tools for chronic disease research and surveillance include electronic medical records (EMRs), which contain a wealth of clinical and risk factor information, and long-term care resident assessment data, to describe the complex disease patterns of older adult populations.Aims and Objectives:The aims of my research program are to:1. Evaluate the quality of new electronic health databases for chronic disease research and surveillance,2. Develop new methods to accurately identify disease cases from multiple electronic health databases,3. Improve disease risk factor measurement and risk prediction.The research objectives include comparing the quality of new and established databases for disease surveillance, testing longitudinal and meta-analytic models for disease case ascertainment, and constructing probabilistic measures of disease risk for prediction models.Approach:Electronic health databases housed at the Manitoba Centre for Health Policy will initially be used to examine database quality and test the feasibility of new methods for case identification. Over the long term, this research will be extended to other provinces to assess external validity. Empirical and simulation studies will be used to construct and test new statistical methods to accurately identify disease cases and evaluate risk prediction models.Expertise:This research program benefits from my expertise in working with health databases from multiple jurisdictions, risk prediction models, and longitudinal data analysis techniques. Program experts from clinical medicine, population and public health, statistics, and computer science will contribute their knowledge of databases, statistical models, and behavioral risk measures and prediction. Knowledge users from the Public Health Agency of Canada, provincial health ministries, and primary care practices, will benefit from integrated knowledge translation activities.Training:Trainees will participate in national and international events and activities about big data and statistical models for observational data, engage with established research networks to facilitate their interactions with multidisciplinary teams, and participate in data- and methods-related workshops, seminars, and consultations through Manitoba’s SUPPORT (Support for People- and Patient-Oriented Research and Trials) Unit.Impact:In the short term, my research will generate new knowledge about (a) the unique contributions of EMR and resident assessment databases to inform chronic disease research and surveillance, (b) accurate methods to distinguish disease cases from non-cases in electronic health databases, and (c) probability-based models to derive risk factors from administrative health databases. Over the long term, my research will help to integrate new databases into the Public Health Agency of Canada’s Canadian Chronic Disease Surveillance System to improve the national measurement of chronic disease prevalence and incidence."
Familial and Personal Histories of Comorbid Conditions for Predicting Fracture Risk using Novel Population-Based Record Linkage,"['Lix, Lisa M', 'Leslie, William D']","['Majumdar, Sumit R', 'Morin, Suzanne N', 'Roos, Leslie L', 'Yang, Shuman']","['Administrative Data', 'Chronic Disease', 'Cormobidity', 'Fractures', 'Osteoporosis', 'Risk Prediction']",100000.0,364184,"Fractures due to weak bones are a public health problem because they decrease one's quality of life and work productivity, and increase one's use of health services. An accurate tool to predict who is at high risk of having a fracture can lead to timely treatment to reduce bone loss. However, current fracture prediction tools miss more than half of all individuals who end up having a fracture in the future. A family or personal history of chronic diseases, like high blood pressure and high blood sugar, might help to accurately predict who is at risk of having a fracture due to weak bones, but there has been little research on this topic. In addition, there are only a few places in the world that can collect reliable family health history for a large number of people without relying on self-report information, which is not always very accurate. In this study, we plan to look at the role of reliable family and personal history information about chronic diseases to predict fracture risk. We will do this using  world-famous administrative health data from Manitoba. Administrative data including records of hospital stays, visits to doctors and medication use. These records contain diagnoses that can be used to find out who has chronic diseases and fractures. As well, Manitoba's administrative data can be linked together for families. This allows us to build reliable family histories of diseases for the parents and siblings of a person. Our study is novel, because we will be among the first to use reliable family history, and use family and personal histories of chronic diseases, to improve fracture risk prediction. As well, our study can provide a useful foundation for future studies about predicting other diseases using family and personal histories. Our study can provide doctors with useful information to counsel patients about appropriate clinical treatments. Our research can also help policy makers in governments to develop fracture prevention programs."
Parent-Offspring Record Linkage for Population-Based Chronic Disease Research: Planning for an International Consortium Meeting,"['Lix, Lisa M']","['Leslie, William D', 'Mcalister, Finlay A', 'Roos, Leslie L', 'Wall-Wieler, Elizabeth']","['Chronic Disease', 'Epidemiology Methods', 'Life Course Research', 'Maternal Health', 'Paternal Health', 'Secondary Health Databases']",20000.0,412144,"Rates of chronic diseases such as heart disease, diabetes, and depression, are on the rise worldwide. Predicting who is likely to get a chronic disease is important for preventing disease and promoting healthy behaviors. Just a handful of research groups worldwide have the rich data and analytic expertise to conduct intergenerational chronic disease studies, which link together objective and detailed health histories from offspring with health histories from their mothers and fathers. There is a lot to learn about physical and mental chronic diseases over the entire life course of offspring and their parents from these studies, such as: ""What is the impact of early-onset dementia in mothers and fathers on the risk of early-onset dementia in their adult children?"" Intergenerational chronic disease studies can help to improve the lives of all Canadians, but particularly those of women and girls, because they can lead to targeted treatments and health promotion activities.
We propose to host a planning workshop at the 2020 conference of the International Population Data Linkage Network (IPDLN) in Australia to build an international network of established and new intergenerational chronic disease researchers. The IPDLN connects data linkage centres in more than 30 countries; the conference hosts events to stimulate discussions in emerging areas of population health improvement. Our workshop will bring together speakers from data linkage centres in six countries to share their research, and discuss the challenges that they face. The workshop will also explore approaches and methods to effectively address sex-specific research questions and encourage advanced analytic techniques to extract new knowledge from linked health history data. The workshop will identify research priorities to guide future intergenerational studies of chronic diseases in multiple countries."
Comparing Methods to Construct Chronic Disease Histories from Administrative Data: Application to Family Disease Studies,"['Lix, Lisa M']","['Azimaee, Mahmoud', 'Chiu, Yohann M', 'Ejlskov, Linda', 'Hamad, Amani', 'Jafari Jozani, Mohammad', 'Plana-Ripoll, Oleguer', 'Selvitella, Alessandro M', 'Sorensen, Henrik T']","['Clustering', 'Diagnoses', 'Family History', 'International Classification Of Diseases', 'Longitudinal', 'Unsupervised Learning']",508725.0,469922,"A family history of a common chronic disease, such as heart disease, can help to identify people with a higher-than-usual risk of developing a chronic disease in the future. Collecting information about chronic disease histories for individuals and their family members can be difficult because self-reported information is often not accurate for events from the past. Diagnosis codes in hospital records and physician billing records can be used to build personal and family disease histories for entire populations and are not affected by recall bias. However changes in disease coding systems over time and differences in healthcare systems around the world can affect the accuracy of disease history measures, particularly for complex diseases. Our study will compare two methods to create disease histories using healthcare data from Manitoba and Denmark and assess their value for predicting disease risk. One method uses a set of rules to assign diagnosis codes to a small number of clinician-defined categories and then translates these categories over time. The second method uses machine-learning methods to search for related diagnosis codes collected over time and then combines the codes into groups based on the strength of these relationships. Healthcare data from Denmark will be used to assess whether these methods will produce comparable results in a different healthcare setting. In both Manitoba and Denmark, we will build models to predict the risk of common chronic diseases, including heart disease and mental disorders, and describe the predictive value of personal and family disease histories from machine-learning and rule-based clinical classification methods. Software tools and code will be developed to share our methods. Our research will improve studies about population disease burden and outcomes for at-risk populations and will benefit scientists from Canadian and international healthcare data centres."
Self-efficacy and physical activity in children,"['Li, Yao-Chuen']",['N/A'],"['Child Health', 'Ics Travel Awards', 'Physical Activity', 'Sedentary Behaviour', 'Self-Efficacy']",1000.0,324454,"Higher self-efficacy is strongly associated with greater levels of physical activity in children and adolescents. However, our understanding of the long-term relationship between self-efficacy and physical activity is very limited. Therefore,the purpose of this study was to investigate the effect of self-efficacy on sedentary behaviours and physical activity patterns in school-aged children over time. 2278 10-year-old children were followed up from 2005 to 2008. All children completed two questionnaires measuring self-efficacy (confidence in, preference for, and enjoyment) and physical activity patterns (sedentary behaviours, free play, and organized activity), respectively. The results found that children's free play increased and organized activity decreased over time. In addition, although children with high adequacy had higher free play and organized activity relative to other children, this effect diminished over time. Children with high predilection also had higher free play and organized activity, but the gaps between groups widened over time. Lastly, while sedentary behaviours were lower over time in children with high prediction, it was consistently higher in children with high enjoyment. The differences in sedentary behaviours between groups increased over time for both predilection and enjoyment. Overall, this study found that higher self-efficacy is related to greater participation in physical activity, and that the impact of predilection increases over time, which either facilitates the participation in free play, or buffers the decrease in organized play and the increase in sedentary behaviours. Thus, in order to improve children's physical health, interventions targeting on the enhancement of predilection may facilitate physical activity and reduce sedentary behaviours."
Beyond Supervised Learning:  Artificial Intelligence Tools to Help Public Health Stakeholders Serve Marginalized Populations,"['Lizotte, Daniel J']","['Mcdermaid, Cameron S', 'Welsh, Frank', 'Booth, Richard', 'Davis, Brent D', 'Sedig, Kamran', 'Speechley, Mark', 'Taylor, D R F']","['Artificial Intelligence', 'Health Equity', 'Public Health']",24950.0,404482,"Artificial intelligence tools could potentially help people who work in public health to reach out to marginalized populations. These are populations who have particular challenges both with their health and with their ability to get resources to improve their health. We propose to bring together people who work in public health together with artificial intelligence researchers so that we can discuss the needs of those who work in public health and consider how AI could help meet those needs. We will focus on AI tools that could help professionals to serve marginalized communities through social media, and AI apps on smart devices could be used to provide services, but we will consider other types of tools as well. The outcome of this work will be an agenda for research and development projects that will use artificial intelligence to help public health professionals to better serve marginalized populations."
