Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Improving COVID-19 Vaccine Confidence and Uptake among Black Canadians,"['Salami, Bukola O', 'Sanni, Omolara B']","['Allen, Upton D', 'Renzaho, Andre M']","['African', 'Black', 'Caribbean', 'Covid 19 Vaccine', 'Participatory Action Research', 'Qualitative Research', 'Vaccine Hesitancy']",4328.0,451096,"Black Canadians have the highest rates of COVID-19 infection and death in Canada. Black Canadians also have the lowest COVID-19 vaccination rate in Canada. Two national surveys indicate Black Canadians are 20% less likely than White Canadians to receive the COVID-19 vaccine. Some factors that contribute to COVID 19 vaccine hesitancy include lack of trust in healthcare professionals, lack of trust in vaccines, younger age, being female, low education, and being unable able to take time off from work. Improving the COVID-19 vaccination rate among Black Canadians is of high interest to policy makers and stakeholders. Our project seeks to address knowledge gaps related to COVID-19 vaccine confidence and uptake among Black Canadians and inform effective strategies to improve COVID-19 vaccine confidence and, in turn, uptake among Black Canadians. We will use a participatory research approach and consider diverse social determinants, including gender, socioeconomic status, and race/racism, throughout our data collection process. The project will be conducted in four phases. Phase 1 will involve interviews of Black Canadians. Phase 2 will involve a scoping review of the literature. Phase 3 will involve focus groups with stakeholders. Phase 4 will involve taking action through the co-development of knowledge translation tools. We will thematically analyze our qualitative data. Our project will result in the creation of a practice guideline, a policy guideline, and an e-learning module on strategies to address COVID-19 vaccination among Black Canadians. Our interdisciplinary team of experts in Black people's health, infectious disease control, qualitative research, scoping reviews, immigrant health, and participatory action research is well positioned to address this knowledge gap."
Mental Health of Black Youth after the COVID-19 Pandemic,"['Salami, Bukola O', 'Sanni, Omolara B']","['Mckenzie, Kwame J', 'Mullings, Delores V', 'Renzaho, Andre M', 'Rousseau, Cecile']","['Black', 'Mental Health', 'Youth']",149248.0,450632,"Coronavirus disease 2019 (COVID-19) has killed many people in Canada and around the world. To stop the spread of the disease, the Government of Canada implemented several preventative measures, including physical distancing. While these measures helped contain the spread of the disease months after its outbreak, the pandemic will have a long-lasting effect on  mental health of the youth. The pandemic poses a ""double whammy"" for Black youth, as they are at increased risk of mental health problems and Black Canadians are at an increased risk of contracting and dying from COVID-19. However, race-based data on the mental health of Black youth in Canada during or after the COVID-19 pandemic are not readily available. Our proposed work seeks to examine the mental health of Black youth after the COVID-19 pandemic and offer interventions to address mental health risks in this demographic. This project will be conducted in two phases. Phase 1 will involve up to 30 interviews with Black youths to determine how the pandemic has affected their mental health. Phase 2 will involve a survey of Black youths in Canada. We will develop documentary videos, policy briefs, and webinars based on our findings. Our research will provide much-needed data on reducing the mental health impact of the COVID-19 pandemic on Black youth. Our team has complementary expertise in Black people's health, youth mental health, quantitative methods, qualitative, and participatory action research. Members of the team and partners are well engaged with the Black community."
Nutrition and Precision Health Equity for Black People in Canada,"['Salami, Bukola O', 'Ospina, Maria B', 'Prado, Carla M', 'Valiani, Arafaat A']","['Avedzi, Hayford M', 'Estabrooks, Carole Anne', 'Onyango, Elizabeth O', 'Renzaho, Andre M', 'Sajobi, Tolulope T']","['African', 'Black', 'Caribbean', 'Health Equity', 'Nutrition', 'Precision Health']",20000.0,500730,"Black people in Canada face health inequities. For example, Black men and women are more likely to die from diabetes than their White counterparts. A major factor to these health disparities is nutritional status. To address health inequities experienced by Black populations, our project seeks to characterize and develop precision nutritional approaches for Black people in Canada. We will apply a participatory action research approach and intersectionality perspective. Our project has four objectives. Our first objective is to review the literature and engage Black people in Canada as fruitful actors and co-creators towards ethical, culturally responsive, and impactful research on precision health equity for Black people in Canada. We will review the literature and interview 20 Black community leaders. Our second objective is to examine the association of gender, age, income, education, language, employment status, immigrant status, and other social demographic variables with the nutritional and metabolic status of Black Canadians. We will analyze the Canadian Community Health Survey to achieve this aim. Our third objective is to examine the association of sex, gender, age, income, education, language, employment status, and immigrant status with the nutritional status and health outcomes of Black Canadians across the life span. Our analysis of the Canadian Health Measures Survey, which includes physiological measures such as blood and urine tests, will enable us to achieve this aim. Our fourth objective is to examine how programs and policies can be co-developed to improve the nutritional status and health of Black people in Canada. We will conduct 130 to 260 interviews with members of the Black community and 13 to 26 focus groups with stakeholders across Canada. We will mobilize knowledge through annual stakeholder engagement days, guidance documents on nutrition, YouTube videos, and policy briefs."
Identifying experiences and needs for healthy aging in Muslim immigrant    communities in Edmonton: A community-based participatory research project.,"['Salma, Jordana M']",['N/A'],['Ics Travel Awards'],551.0,382844,"There is an increase in Muslim immigrants growing old in Canada. These immigrants belong to diverse cultures and ethnic groups with unique beliefs, experiences, and needs. We know little about older Muslim immigrants living in Edmonton. Research shows that older Muslim immigrants experience challenges such as social isolation and lack of access to social and health services. Strengths for aging within Muslim communities can include family support, transnational connections, and personal and community faith. This research project will identify experiences and needs for healthy aging in Edmonton, Alberta, using a community based participatory approach. A Muslim community senior's advocacy group and various Muslim community organizations have voiced a need to address this research question and are participating in recruitment, data analysis, and development of final recommendations. We will conduct focus groups with older Muslims. We will, also, talk to people in the community who are formal and informal community leaders, activists, and volunteers. Immigrant women from visible minority groups are often the most vulnerable to negative health and social consequences in later life. We will use an intersectionality lens to address the interplay of gender, socioeconomic status, and ethnicity in shaping the aging experience. The study findings will identify needs and make recommendations to support healthy aging in this population."
Prize 202203PJT - Promoting Outdoor Mobility via Enhancing Neighborhood Walkability for Racialized Older Women: A Community-Based Participatory Project.,"['Salma, Jordana M']",['N/A'],"['Aging', 'Mobility', 'Race', 'Religion']",50000.0,468086,"The COVID-19 pandemic amplified the vulnerability of older adults due to health risks, increased isolation, and difficulties accessing essential services. Racialized older women from Muslim communities have been at increased risk for deterioration in health status during the pandemic. This is directly related to increased incidences of violence against women of color and religious minorities which has translated into increased isolation and restricted mobility
outside the home. We will use participatory and mixed method approaches to engage racialized immigrant older Muslim women in identifying barriers to walking outdoors in their local neighborhoods. We will then co-design and implement strategies to maximize opportunities for outdoor walking. Final study outcomes will include an intersectional analysis of barriers and facilitators of outdoor walking in this population and tailored recommendations for improving outdoor mobility."
Promoting Outdoor Mobility via Enhancing Neighborhood Walkability for Racialized Older Women: A Community-Based Participatory Project.,"['Salma, Jordana M', 'Jones, Catherine A', 'Salami, Bukola O']","['Chamberlain, Stephanie A', 'Guruge, Sepali', 'Kobayashi, Karen M', 'Layton, Mahenaz', 'Nielsen, Charlene C', 'Whitfield, Kyle', 'Yamamoto, Shelby']","['Aging', 'Gender', 'Mobility', 'Race']",100000.0,456903,"The COVID-19 pandemic amplified the vulnerability of older adults due to health risks, increased isolation, and difficulties accessing essential services. Racialized older women from Muslim communities have been at increased risk for deterioration in health status during the pandemic. This is directly related to increased incidences of violence against women of color and religious minorities which has translated into increased isolation and restricted mobility outside the home.  We will use participatory and mixed method approaches to engage racialized immigrant older Muslim women in identifying barriers to walking outdoors in their local neighborhoods. We will then co-design  and implement strategies to maximize opportunities for outdoor walking. Final study outcomes will include an intersectional analysis of barriers and facilitators of outdoor walking in this population and tailored recommendations for improving outdoor mobility."
Promoting Outdoor Mobility via Enhancing Neighborhood Walkability for Racialized Older Women: A Community-Based Participatory Project.,"['Salma, Jordana M', 'Jones, Catherine A', 'Salami, Bukola O', 'Yamamoto, Shelby']","['Chamberlain, Stephanie A', 'Fernandez-Sanchez, Higinio', 'Guruge, Sepali', 'Kobayashi, Karen M', 'Layton, Mahenaz', 'Tong, Hongmei', 'Whitfield, Kyle']","['Aging', 'Mobility', 'Race', 'Religion']",397800.0,461620,"The COVID-19 pandemic amplified the vulnerability of older adults due to health risks, increased isolation, and difficulties accessing essential services. Racialized older women from Muslim communities have been at increased risk for deterioration in health status during the pandemic. This is directly related to increased incidences of violence against women of color and religious minorities which has translated into increased isolation and restricted mobility
outside the home. We will use participatory and mixed method approaches to engage racialized immigrant older Muslim women in identifying barriers to walking outdoors in their local neighborhoods. We will then co-design and implement strategies to maximize opportunities for outdoor walking. Final study outcomes will include an intersectional analysis of barriers and facilitators of outdoor walking in this population and tailored recommendations for improving outdoor mobility."
Staying Safe in Vancouver: Identifying Strategies by Long-Term Injection Drug Users to Avoid HIV and HCV Infection,"['Salmon, Amy L']","['Buxton, Jane', 'Friedman, Samuel R', 'Mateu-Gelabert, Pedro', 'Meylakhs, Peter', 'Money, Deborah M', 'Pauly, Bernadette M', 'Snow, Beth (Mary) E']","['Ethnography', 'Gender Based Analysis', 'Hcv / Hepatitis C', 'Hiv', 'Injection Drug Use', 'Qualitative Methods']",23500.0,183484,"In spite of prevention efforts, risk reduction strategies and public health initiatives, HIV and HCV incidence rates amongst injection drug users (IDU) in Canada remain unacceptably high. Each years estimates indicate that 350 -650 individuals are newly infected with Hepatitis C. Preventing further transmission of HIV and HCV in injection drug users require new approaches that account for the realities of the experiences and challenges of people who inject drugs. 
By studying the life-history of long-term IDUs in Vancouver's Downtown Eastside who are HIV and HCV anti-body negative against those who are HIV and HCV antibody positive, this study will examine the patterns of long-term behavior, social interaction and practices that result in long-term avoidance of infection and other harms. Building on research currently underway in New York, St. Petersburg, Melbourne and Sydney this study will contribute to a growing body of knowledge of long-term risk reduction strategies. This knowledge will contribute to new approaches to HIV and HCV prevention, and empower injection drug users who are unable or unwilling to stop injecting drugs with risk avoidance strategies that can reduce transmission."
GREENHOUSE: buildinG ResiliEncE iN youtH thrOUgh cannabiS lEarning,"['Salmon, Amy L', 'Gross, Brian']","['Ngieng, Nathan', 'Georgeson, Savana', 'Norton, Alexa B', 'Puyat, Joseph H', 'Snow, Beth (Mary) E']","['Cannabis Use', 'Indigenous Youth', 'Inquiry-Based Learning', 'Qualitative Methods', 'Rapid Review Methods', 'Resilience', 'Theatre-Based Methods', 'Youth Mental Health', 'Youth Substance Use']",,441584,"Cannabis use and mental wellness are important issues in the lives of most young people, particularly in the context of the COVID-19 pandemic and fentanyl overdose crisis. Despite this, young people are rarely supported to draw on their lived experience to lead and participate in research and education related to cannabis use and its impacts on mental wellbeing in a way that responds directly to their concerns, priorities, and perspectives. This is particularly so for young people who are members of marginalized and equity-seeking groups, including those who identify as LGBTQ2S+, racialized and Indigenous youth, immigrant and refugee youth, youth in foster care, and youth living in poverty. With GREENHOUSE, we will generate youth-led evidence for action regarding youth mental wellness in relation to cannabis use. We will accomplish this with activities that are grounded in and responsive to young people's lived experiences. First, we will assess the current state of research on youth cannabis use and mental health in collaboration with youth. Following the evidence review, researchers, decision-makers, and youth will be engaged in discussions on the ways in which the current evidence resonates (or does not) with their experiences. From there, youth will be supported to undertake self-directed learning journeys on cannabis and mental health. Next, youth will apply their learnings from the two previous activities to the creation of youth-led theatre performances and community dialogues centred on youth mental health and cannabis use that will take place in schools and the community. Our Indigenous health partners will ensure that the project proceeds with concrete demonstrations of cultural safety and humility. We believe that this youth-led approach to research and education on cannabis use and mental health can be done in a similar manner across Canada, building a foundation for integrating youth voices in the topics that are important and relevant to their lives."
Family Matters: Engaging Loved Ones to Prevent Overdose Deaths in Semi-Urban and Rural Communities,"['Salmon, Amy L', 'Hawkins, Jennifer']","['Gross, Brian', 'Mockett, Velma', 'Nosyk, Bohdan P', 'Slaunwhite, Amanda K']","['Community Based Research', 'Family Networks', 'Fentanyl', 'Overdose Crisis', 'Overdose Deaths', 'Participatory Action Research', 'Patient-Oriented Research', 'Rural And Semi-Urban', 'Substance Use', 'Using Alone']",688501.0,463309,"In the context of the current fentanyl poisoning crisis, people who use drugs (PWUD) have been urged to avoid using drugs alone due to increased risk of death associated with unwitnessed overdose (OD). In Canada, evidence-based interventions that have been implemented to reduce risks associated with unwitnessed OD, such as supervised consumption sites, have largely been developed in urban areas, and are less appropriate for semi-urban and rural communities. 
Since 2018, we have built a solid foundation for community-based participatory action research (CB-PAR) in the Fraser East region of BC. We identified why and how people come to use drugs alone in this region, showing that relationships with loved ones are important mediators of decisions to use alone. We then examined family carers perspectives on stressors that fracture important relationships, leading to isolation of PWUD and using alone. We are now proposing the next extension of this work, to develop an intervention to equip family carers with the information, skills, and the connections they need to foster resilient relationships with PWUD and prevent isolation and using alone. Working alongside a network of peer researchers, services providers, and decision-makers, we will use a patient-oriented, community-based, participatory research approach to design and implement an intervention to foster resilience in relationships between loved ones, and to support loved ones to stay connected during crisis points, to reduce risks that lead to using alone and death due to unwitnessed OD.  Our aims are to:
1.Engage the community in dialogue to identify strategies and approaches for building PWUD-family carer relationship resilience during crisis points;
2.Consolidate the theoretical framework for developing and implementing an intervention to enhance PWUD-family carer relationship resilience;
3.Develop & test an acceptable intervention to enhance PWUD-family carer relationship resilience during crisis points."
Mapping Social Networks for Translating Knowledge from Community-Based Participatory Research into Policy and Practice Change: The Impact of the Kahnawake Schools Diabetes Prevention Project,"['Salsberg, Jonathan S']",['N/A'],"['Community-Based Participatory Research', 'Knowledge Translation', 'Network Mapping', 'Qualitative Research', 'Social Network Analysis']",105000.0,257541,"Participatory research (PR) is an approach to research where academic researchers work in equitable partnership with those effected by the issue being studied, or with those who must eventually use or act on the knowledge created. PR thus integrates the translation of research knowledge into action for change by engaging these end-users at the beginning of the knowledge-creation process.

The action and change sought through PR is specifically intended to benefit its local stakeholders, yet findings must be able to be translated to other settings.

The success of PR efforts in creating action for change relies heavily on the formal and informal interpersonal and inter-organisational relationships that develop among its stakeholders. These relationships form a social network, defined as the pattern of ties existing among a set of individuals, organisations or other social actors.

An examination of this social network will thus give us insight into the process by which PR knowledge is translated into action for practice and policy change beyond the local context in which it was originally created and for which it was intended. Using the Kahnawake Schools Diabetes Prevention Project, a long-standing community-based health promotion PR project, as a case study, this proposed study will use social network analysis techniques to describe the network of relationships among the various stakeholders (individual and organizational), and the importance of these relationships in the dissemination or uptake of research findings into policy and practice locally, to the wider Aboriginal community, and throughout Canada more generally. This will lead to a better understanding of how research results move into practice, and of how to best use stakeholder-engaged research such as PR, to bridge the often large gap between what we learn from research and what we do in practice."
