Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
The relationship between residential green space exposure and dementia and cognitive function in older adults: an analysis of the Canadian Longitudinal Study on Aging,"['Jarvis, Ingrid M']",['N/A'],"['Aging', 'Cognitive Health', 'Dementia', 'Environmental Health', 'Green Space', 'Population Health']",135000.0,492617,"The proportion of older adults in the Canadian population is projected to increase in coming decades. As the older population of Canada continues to grow, the number of dementia cases and associated social and economic burdens are anticipated to rise. While the impacts of lifestyle and health status on dementia are largely known, the influence of modifiable environmental exposures is poorly understood.
The aim of this project is to address this research gap and study the relationship between green space and dementia and cognitive function among older adults using data from the Canadian Longitudinal Study on Aging. I will apply a novel, interdisciplinary research approach to investigate the influence of residential exposure to green space on dementia and cognitive function in older adulthood, including an exploration of potential differences in health associations by green space type. In addition, I will explore possible underlying pathways linking green space exposure to health outcomes, including increased physical activity and social cohesion and reduced stress, noise, and air pollution levels.
Identifying risk factors associated with dementia and cognitive decline is important for preventing morbidity and improving the health of Canada's aging population. This project will acquire new knowledge on the association between green space and dementia and cognitive function among older adults. It will provide novel information on types of green space that may be particularly important for cognitive health and contribute a deeper understanding of pathways underlying green space and health relationships. Results from this project will inform urban planning and public health interventions to improve population health. This research will help advance national and global initiatives to support healthy aging and the creation of 'age-friendly' urban environments."
Investigating the effects of message framing on parent social support for children's physical activity,"['Jarvis, Jocelyn W']",['N/A'],"['Disease Prevention', 'Health Behaviour Change', 'Health Promotion', 'Knowledge Translation', 'Mass Media Evaluation', 'Message Framing', 'Multivariate Analysis', 'Parent Social Support', 'Physical Activity Promotion', 'Valid And Reliable Survey Tools']",17500.0,253277,"Promoting physical activity, and reducing physical inactivity, has been recognized as a crucial component to include in both the treatment and prevention of childhood obesity. The physical activity levels of youth are increased when social support to be active is provided by their parents - this makes targeting parents with health messages appealing. Health messages can be framed in terms of the benefits of engaging in the health behaviour (gain-framed) or the costs of not engaging in the health behaviour (loss-framed). Health messages are most effective when they are framed in the appropriate way. The purpose of this study is to determine which message frame is most effective when creating health messages for parents so that they provide support to their children to be active. The study participants will be parents with at least one child between the ages of 8 and 13. This study will be a randomized controlled trial with three different message framing conditions (gain, loss, and mixed-frame) which will each show a physical activity messaging campaign targeted at parents. Measures will be taken before and after the messaging intervention of the parent's behavioural beliefs, attitudes, intentions, planning and actions taken towards providing social support for their children's physical activity. Groups will be compared using statistical analysis to see which message frame had a larger association with increasing parent social support intentions and behaviours over a 4 week follow-up period. The results from this study, as stated in the purpose, will allow for more effective health messages for parents to be created in order to increase child physical activity and reduce inactivity. Increasing child physical activity will not only benefit their personal health, but will combat the obesity epidemic to benefit our population health as a whole."
Creating Synergy in Women's Maternal and Reproductive Health: Building Global Research Capacity to Eradicate Obstetric Fistula.,"['Jarvis, Kimberly', 'Chubb, Laura A', 'Richter, Magdalena S']","['Salami, Bukola O', 'Tenkorang, Eric Y']",['Global Health'],19998.0,411874,"Obstetric fistula (OF) is a tragic maternal health condition affecting between two to three million women worldwide. OF is a hole between the vagina and bladder and/or rectum which is usually the result of prolonged obstructed labor, where a woman does not have access to adequate obstetric care. When left untreated, the continuous and uncontrollable stream of urine and/or feces from the vagina becomes physically, psychologically and socially insufferable. The circumstances surrounding OF are deeply rooted in gender imparity, inaccessibility of health care services, lack of health education, and harmful cultural practices experienced by women and girls in marginalized communities globally. Failure to acknowledge and address OF as an international health concern violates women's human right to reproductive health care. Canada has already stated its commitment to advancing the rights and health of women and girls around the world at the 2019 Women Deliver Conference. Following on from previous research completed in Ghana where the incidence of OF is high, this proposed project seeks to use a participatory approach to engage stakeholders in composing comprehensive strategies to support global and country-specific needs and policy development for the eradication of OF. Grounded in the work of Habermas (1974), a participatory approach relies on equitable sharing of knowledge and power to enable communities to exercise greater control over their lives and health. The proposal outlines a three-day knowledge exchange workshop bringing together Ghanaian women affected by OF and their families, policy makers, service providers, nongovernmental organizations, women's advocates, and researchers with the goal of creating an action plan or framework towards the prevention and care of OF. An outline of the workshop is included as well as plans for evaluation."
Building Bridges II: Continuing Community Engagement in an Indigenous Health Epidemiology Model,"['Jaworsky, Denise W', 'Nicholson, Valerie']","['Beaver, Kerrigan', 'Benoit, Anita C', 'Benson, Elizabeth L', 'Cardinal, Claudette L', 'Cooper, Curtis L', 'Hogg, Robert S', 'Hull, Mark W', 'Kelly, Deborah V', 'Loutfy, Mona R', 'Pearce, Margo E', 'Price, Roberta', 'Sanche, Stephen E', 'Thomas, Réjean', 'Walmsley, Sharon L', 'Wong, Alexander C']","['Epidemiology', 'Hiv/Aids']",19720.0,392062,"Building Bridges is a multi-site community-based research project that aims to make epidemiology more accessible to Indigenous communities impacted by HIV. In an initial pilot project, this was achieved through applying Indigenous methodology (characterized by recognizing Indigenous worldviews, knowledge, histories and realities as well as privileging Indigenous voices, peoples and lands) to epidemiology using Canadian Observational Cohort (CANOC) collaboration data. CANOC is an integrated network of HIV/AIDS treatment information that includes 11 observational cohort databases across Canada. Among 7,080 CANOC participants who were included in the 2000-2012 dataset, 7% identified as having Indigenous ethnicity. Since that time, CANOC has expanded to include two additional cohorts in Regina and Saskatoon and the total number of participants has increased to 12,805, among whom 9.7% identify as having Indigenous ethnicity. In late 2018, an updated release of CANOC data will present new opportunities to uncover current trends in HIV treatment within key populations, including Indigenous people. As this expanded and updated CANOC data becomes available, supporting Indigenous engagement is essential to ensure study questions and interpretations are relevant to the communities most impacted by the research and conceived in accordance with Indigenous worldviews and ethical standards. We are seeking funds from the CIHR HIV/AIDS Research Initiative Planning & Dissemination Grant to support a program of community engagement that encompasses both the planning and dissemination of epidemiology related to HIV among Indigenous peoples. This project is entitled Building Bridges II: Continuing Community Engagement in an Indigenous Health Epidemiology Model.  We propose a program of engagement including research planning teleconferences, one Voices of Wisdom Retreat, three concurrent writing workshops, and research dissemination teleconferences."
Understanding the Leadership Experience of African Nova Scotian Nurses and the Implications for the Health of the African Nova Scotian Community Using a Black Feminist Lens,"['Jefferies, Keisha H']",['N/A'],"['African Nova Scotian', 'Black Feminist Theory', 'Community Health', 'Inequity', 'Leadership', 'Qualitative']",150000.0,396183,"The purpose of this project is to understand leadership experiences from the perspective of Black nurses in Nova Scotia and how this affects the health of the Black community. This research is timely and necessary as the Black community in Nova Scotia continues to experience tremendous oppression in the form of racism and discrimination. As a result of significant discrimination and racism, Black communities, specifically within Nova Scotia, have much poorer health compared to the rest of Nova Scotia and Canada. Research shows that Black communities in Nova Scotia experience higher rates of high blood pressure, diabetes and mental illness, among other chronic health conditions. Moreover, across Canada, there is a substantial absence of information that shows how diseases and illness affect people based on their race. Nurse leaders are nurses who have skills and knowledge that allow them to influence teams, initiate change and improve our health system. Nurse leaders use their experience and training to inform their actions. However, within the Canadian healthcare system, there is an underrepresentation of Black nurse leaders, which has led to major issues within the Black community being ignored. In order to determine the issues that are present for Black nurses and the community, it is necessary to interview these nurses and learn what issues they view as important. This will inform and direct our approach for improving the health of the Black community. There is very little research that has been done with Black communities in Nova Scotia and as a result, there is not a lot of information available about the community. Therefore, this research will show how race, class and gender impact the leadership of Black nurses and how the underrepresentation of Black nurse leaders is detrimental to the health of the Black community. The information from this research will inform decision-makers, healthcare providers and researchers in their work with the Black community."
Understanding the impact of United States policy spillovers on cancer drug reimbursement decisions internationally,"['Jenei, Kristina']",['N/A'],"['Cancer', 'Decision Making', 'Essential Medicines', 'Global Health', 'Health Policy', 'Health Services Research', 'Health Technology Assessment', 'Low And Middle Income Countries', 'Priority Setting', 'World Health Organization']",105000.0,455218,"To achieve World Health Organization (WHO) Sustainable Development Goal (SDG) 3.8 for universal health coverage, governments must ensure access to safe, effective, quality, and affordable medicines. It is known that US drug policy decisions ""spill over"" to other countries. Canadian decision-makers have highlighted how the unconstrained US market creates additional pressure to expand access to medications with marginal benefit. The problem with US policy spillover is that there has been a long-documented decline of regulatory standards, where medicines are often approved without robust supporting evidence. Despite the importance of understanding cross-border influences, little is known about how US policies impact regulatory decisions abroad. It is hypothesized that US policies negatively impact other countries by creating pressure to expand access to drugs with unproven benefits, while increasing prices from a decentralized, non-price controlled market, therefore constraining public health care systems abroad. This study will involve a two-phased, mixed-methods approach utilizing an international survey, quantitative modelling, and document review.  First, a cross-sectional survey will be developed to elicit perspective from decision-makers internationally. The second aim of this survey is to identify two countries for an in-depth case study. Quantitative modelling (time series analysis) will measure the impact of US cancer drug approvals on reimbursement decisions. To contextualize these findings, a document review of existing policies and literature will also be conducted. 
This research will provide an important evaluation of US pharmaceutical policy in foreign countries. By quantifying potential policy spillovers, countries will understand influences on domestic health systems. This information is vital to ensure medicines reimbursed reflect population needs and scarce resources are allocated to high-value therapeutics to improve cancer outcomes worldwide."
Innovative Knowledge Translation Methodologies and Interventions to Enhance Youth Mental Health,"['Jenkins, Emily K']",['N/A'],"['Community Health', 'Effectiveness Studies', 'Focus Groups', 'Knowledge Translation', 'Mental Health Promotion', 'Mixed Methods', 'Public Health', 'Qualitative Interviews', 'Social Network Analysis', 'Survey Research']",5000.0,258864,"In recent years, the importance of effectively sharing research findings with knowledge users (e.g. practitioners, general public, policy makers), a process termed knowledge translation, has been identified as a priority and viewed as critical to improving health outcomes. However, most of the research in this area has focused on developing strategies to share clinically relevant knowledge, with inadequate attention given to the needs of those seeking to improve population-level health outcomes through work in community settings. This study will address this knowledge gap through the development and assessment of an innovative strategy aimed at sharing research findings to target what the World Health Organization has recently identified as the most significant health problem facing young people today, mental health issues. This study will utilize Dialogue Workshops, an intervention in which youth and adults are brought together in community settings to discuss contemporary health and social issues. In these Dialogue Workshops, research evidence about youths' experiences of emotional distress (e.g., stress, anxiety, depression) will be shared. It is believed that creating a venue for youth and adults to come together to discuss youth's experiences with emotional distress will help to foster connectedness and empathy towards adolescents' experiences; two factors shown to promote mental health outcomes in youth. The effectiveness of this intervention will be assessed using novel research techniques to track the spread of knowledge gained through participation in the Dialogue Workshops within the community. Additionally, factors that foster mental health will be measured. This study will contribute new understandings and guidance for those involved in community-based knowledge translation and will provide evidence for a strategy aimed at promoting the mental health of Canadian youth."
Healthy public policy through engagement: Promoting the mental health of Canadian children,"['Jenkins, Emily K', 'Haines-Saah, Rebecca J', 'Lampard, Robert', 'Morris, Jonathan J']","['Barwick, Melanie A', 'Bungay, Victoria A', 'Dobbins, Maureen J', 'Lind, Candace', 'Scott, Catherine M', 'Waddell, Charlotte A']","['Children', 'Mental Health', 'Mental Health Promotion', 'Participatory', 'Policy', 'Youth']",263925.0,357243,"Mental health problems are the leading health challenge facing young Canadians, with 13% of children aged 4-17 years, or nearly 700,000, experiencing clinically-significant mental disorders at any given time. To more effectively address this issue, children's mental health leaders argue for a public health approach including promotion, prevention and treatment within a ""healthy public policy"" framework. However, while advances have been made in prevention and treatment, promotion has yet to receive sufficient attention. This study will address critical gaps in children's mental health policy in Canada. Collaborative research approaches will be used in British Columbia and Alberta study sites to engage young people to: 1) enhance understanding of the factors influencing children's mental health; 2) build children's capacity to engage in policymaking processes; 3) develop a testable framework for collaborative policymaking with young people; and 4) explore feasibility of proposed approach. Mixed methods incorporating qualitative and quantitative data collection and analysis will ensure a comprehensive approach to addressing study objectives. This study will address Canada's children's mental health shortfalls - by contributing new evidence on processes for engaging young people  in developing new policies to promote children's mental health outcomes."
Creation and implementation of the adverse childhood experiences knowledge translation hub (ACEs KT-hub): Health service delivery improvement through the adoption of evidence-based practices and trauma-informed care,"['Jenkins, Serena']",['N/A'],"['Adverse Childhood Experiences', 'Evidence-Based Practice', 'Health Policy', 'Implementation Science', 'Meta-Analysis', 'Systematic Review', 'Trauma-Informed Care']",108500.0,484644,"Adverse childhood experiences (ACEs) increase the prevalence of mental and physical illness in the population. Since this association was identified in the 1990's, thousands of studies have explored the range of outcomes and the numerous moderating factors, such as sex, age, socioeconomic status, and ethnicity. Although it is well known among the scientific community that ACEs are potent determinants of health, there has not been large scale implementation of this science into medical policy or practice. Several reasons exist for this discrepancy. Research can be notoriously difficult to access due to subscription-based publishing and scientific jargon. Once accessible, a lack of agreement among results of different studies can make developing policies and practices based on the research challenging. Therefore, to address these issues and increase the adoption of evidence-based practices concerning ACEs into health policy and practice, my proposed project consists of the development and implementation of the ACEs Knowledge Translation Hub (ACEs KT-hub) in Alberta Health Services (AHS), guided by the Knowledge-to-Action Framework. The ACEs KT-hub will be a living synthesis of ACEs research that allows the rapid curation of studies on a particular topic and will provide health practitioners and policymakers with resources that succinctly communicate the science of ACEs, such as infographics, as well as systematic reviews and meta-analyses on a variety of topics. We will create the ACEs KT-hub in collaboration with knowledge users, including health leadership, practitioners, policymakers, and individuals with lived experience to ensure that we are addressing priority areas. Implementation of the ACEs KT-hub will be accomplished by leveraging existing networks in AHS to identify champions and will facilitate the development of policy and practice initiatives that reduce the risk of future generations experiencing the toxic effects of ACEs."
Assessing the impact of bloodborne infections and treatment on non-communicable chronic diseases in a population-based cohort,"['Jeong, Dahn']",['N/A'],"['Epidemiology', 'Hepatitis B', 'Hepatitis C', 'Hiv/Aids', 'Non-Communicable Chronic Diseases', 'Population Health', 'Syndemic Infections', 'Treatment Outcomes']",105000.0,418037,"Despite advances in prevention, care and treatment, many people around the world and in Canada suffer from bloodborne infections (BBIs) caused by hepatitis B virus (HBV), hepatitis C virus (HCV) and human immunodeficiency virus (HIV). These infections are not only directly linked to detrimental health outcomes, but are also linked to chronic diseases such as diabetes, chronic kidney disease and cardiovascular diseases. The advance in infection care and management has prolonged the life expectancy of people with chronic infections, and in turn, they are now at higher risk of other chronic diseases and complications. Social and health conditions can also accelerate disease progression in people living with BBIs. Currently, the knowledge on the impact of these infections on chronic diseases is limited. The evidence is especially scarce in population-based data accounting for other health, social and environmental factors.

This project aims to study the impact of HBV, HCV and HIV mono- and co-infections on diabetes, chronic kidney disease and cardiovascular diseases, accounting for social and health conditions. Furthermore, new highly effective and well-tolerated drugs called direct-acting antiviral agents are expected to provide a protective effect in people living with chronic hepatitis C. The project will look at the real-world impact of this drug on reducing the risk of chronic diseases.

This study will use a large population-based data including over 2 million individuals tested for HBV, HCV and HIV in British Columbia (BC), BC Hepatitis Testers Cohort. The cohort is linked with other databases such as chronic disease registry, medical visits, hospitalizations, drug prescriptions and vital statistics. Using this data will allow a comprehensive understanding of the impact of chronic HBV, HCV and HIV infections. Ultimately, the findings of this study will help to create targeted care and disease management strategies for people living with chronic infections."
"The population health and healthcare burden of poor dietary patterns and potential dietary strategies for reducing morbidity, mortality and healthcare use in Canada","['Jessri, Mahsa']",['N/A'],"['Burden Of Morbidity And Mortality', 'Chronic Disease Prevention', 'Community Nutrition', 'Dietary Patterns', 'Epidemiologic Methods', 'Health Services', 'Population And Public Health', 'Population Surveillance', 'Population-Based Risk Tools', 'Public Health Policy']",140000.0,335517,"Chronic diseases such as cardiovascular diseases (CVD), diabetes and cancer are major causes of reduced quality of life, increased hospitalization, and premature death among Canadians. Poor diet is the largest and most common preventable risk factor for morbidity and premature death, even though the population health and healthcare impact of poor dietary patterns have not been determined. This project aims to measure the burden of chronic diseases (CVD, diabetes, cancer), mortality and healthcare use attributable to unhealthy dietary patterns, and to ""reverse engineer"", i.e. determine from linked morbidity and mortality data, culturally-relevant dietary patterns that provide the greatest health benefits to Canadians. Health and healthcare benefits of various dietary strategies that could be adopted to alter food supply in Canada will also be examined. Mathematical modelling (multivariable, micro-simulation models) will be used to develop the world's most robust population health models to support evidence-based nutrition policy for reducing the health and healthcare burden of poor dietary patterns. This research is possible through the unique Canadian Community Health Survey 2.2 (n=35,107), which is population-based and recently individually linked to >60 health administrative databases, allowing very detailed assessment of health and social outcomes related to nutrition. Policy actors will be involved in model development to ensure that models address questions of real-world policy relevance. Final models will be used to develop risk-assessment tools (health calculators) that can increase awareness of health risks from poor dietary patterns and address a gap in clinical care by allowing more widespread assessment of dietary intakes as part of chronic disease risk assessment and management. The models and supporting data linkages will create a lasting infrastructure and will position Canada as a leader in population health assessment of diet and food policy."
"Modelling the Impact of Government-Led Nutrient Profile Models on Preventable Mortality and Morbidity Burden, and Healthcare Use: A POpulation HEalth Model-Nutrition (POHEM-Nutrition) Microsimulation Study","['Jessri, Mahsa', 'Manuel, Douglas G']","['Bansback, Nicholas', 'Gilbert, Sappho Z', 'Gustafson, Paul A', 'Hennessy, Deirdre A', ""L'Abbe, Mary R"", 'McGrail, Kimberlyn M', 'Tanuseputro, Peter']","['Burden Of Morbidity And Mortality', 'Chronic Disease Prevention', 'Epidemiologic Methods And Modeling', 'Health Services', 'Microsimulation Models', 'Nutrition Policy For Disease Prevention', 'Population And Public Health', 'Population Surveillance', 'Public Health Nutrition And Policy Research', 'Public Health Policy Evaluation']",436052.0,410261,"Chronic diseases are on the rise. They are the leading causes of early death and are common reasons for hospitalization. In Canada, unhealthy eating, mostly due to a food environment characterized by energy-dense packaged foods, is largely responsible for chronic diseases and early deaths. To address the rising rates of chronic diseases, international health organizations recommend a shift from policies focused on single nutrients to policies targeting multiple food components/nutrients using nutrient profile models (i.e., ""ranking foods based on their nutritional composition for disease prevention""). This project will enable monitoring of health and healthcare impacts of adopting nutrient profile models for regulation of nutrition policies (e.g., front-of-package labelling)-an essential step for reducing diet-related health problems for Canadians. We will evaluate the impact of adopting the most promising nutrient profile models on health outcomes and examine the health and healthcare benefits of strategies to improve the nutritional quality of the food supply. A Canadian-specific nutrient profile model will also be ""reverse engineered"" to equitably reduce health and healthcare burden among Canadians. We will use Canadian national nutrition surveys conducted in 2004 (linked to health and healthcare outcomes) and 2015 (linked to food supply data) to develop a robust model for evaluating the future health and healthcare outcomes of adopting different nutrition policies. The infrastructure we will develop will be unique internationally, enabling timely and detailed evaluation of nutrition policies for reduction of diet-related diseases and healthcare use among different population groups (e.g., sex, age, ethnicity). These models will create a lasting infrastructure and will position Canada as a leader in population health and healthcare assessment of nutrition policies."
"Psychological, social, and environmental factors related to participation among populations faced with chronic physical disability","['Jetha, Arif']",['N/A'],"['Health And Behavioural Sciences', 'Multidisciplinary Research In Health', 'Psychosocial Factors And Health', 'Social Psychology']",105000.0,184676,"Participation has been acknowledged as an important concept to the identity, health, and well-being of individuals living with physical disability, making it a critical area for research and health care practice. Alternatively, people living with chronic physical disability (e.g., arthritis and spinal cord injury) face numerous barriers that challenge their ability to engage in diverse social roles like employment, relationships with others, leisure and community activity, negatively impacting their quality of life. The objective of this investigation aims at facilitating early intervention that would enable people with physical disability to maintain active participation in life. These objectives will be met by examining the psychological, social, and environmental factors that may act as facilitators or barriers to participation and comparing the participation experiences and well-being of individuals with different types of physical disability in terms of the disability's onset (i.e., sudden/gradual) and visibility (visible/invisible). A mixed method approach will be taken. First, qualitative focus groups will be used to help identify issues and themes important to individuals with spinal cord injury and arthritis. 3 focus groups consisting of 8 participants will be conducted for each disability group and content analysis techniques will be utilized to highlight important. Second, a quantitative survey will be conducted to examine the relative importance of the concepts uncovered in the qualitative analysis. The survey will be administered to 250 individuals (n = 125 spinal cord injury; n = 125 arthritis) and factor analysis will be conducted to explore interrelationships among these concepts. The comparative investigation of the proposed populations will provide a deep understanding of the role of participation in the health and well-being of chronic physically disabled populations."
Pregnant Women's Discursive Constructions and Experiences of the Body and Health,"['Jette, Shannon L']",['N/A'],"['Dominant Obesity Discourse', 'Feminist Poststructuralism', 'Gender', 'Obesity', 'Physical Activity', 'Poststructuralist Discourse Analysis', 'Pregnancy', 'Qualitative Interview Techniques']",90000.0,203553,"The past decade has witnessed a proliferation of obesity studies in the scientific realm and an explosion of media messages expressing concern about a growing 'obesity epidemic.' Scholars have identified a dominant 'obesity discourse' in this literature that assumes a link between inactivity, over-eating, obesity and ill health - and often constructs obese people as 'lazy' and a drain upon society (Gard & Wright, 2005). They have also challenged the emergence of new normalizing practices that entreat individuals to regulate their bodies to prevent obesity, mainly by making individual lifestyle changes (i.e., diet, exercise). Pregnancy has recently been identified as a major contributor to obesity in Western society and pregnant bodies have become the object of these normalizing practices. Prenatal exercise has thus taken on new significance and pregnant women are now being encouraged to engage in moderate exercise to prevent overweight/obesity in both the mother and child. Significantly, this advice counters long-standing cautions against exercise during pregnancy, resulting in a potentially confusing and anxiety-arousing situation for expectant women who are already under social pressure to manage a growing number of pregnancy risks. Despite the increased attention to the issue of overweight/obesity during pregnancy, lacking is an investigation of how societal messages on the topic impact the subjectivities and experiences of pregnant Canadian women. We therefore propose to use qualitative interview techniques to explore how 40 women of varying socio-cultural locations (i.e., race, ethnicity, class), and who perceive themselves as having 'weight issues,' discursively construct and experience the body and health. This project promises to aid in the creation of more inclusive health promotion programs and messages, with the goal of increasing pregnant women's emotional and physical health, fostering positive body image and promoting pleasurable physical activity."
The effect of passive cycling on executive function in longer-living older adults,"['Jeyarajan, Gianna J']",['N/A'],"['Aging', 'Executive Function', 'Longer-Living Older Adults', 'Passive Exercise']",310.0,476402,"I am applying to the Summer Program in Aging, as I believe that it will provide me with a broad understanding of interventions implemented to address issues that longer-living older adults experience through a multidisciplinary lens. During my Master's degree, I would like to investigate the effect an acute bout of passive (no effort) cycling has on executive function. Executive function is an important set of processes involved in control of behavior and is important for everyday living. It is known that older adults experience declines in executive function. Previous research has revealed that passive cycling can result in a post-exercise boost to executive function in healthy young adults. We hypothesize that passive cycling will result in a post-exercise executive function improvement, evident through improved performance on a task evaluating executive function using eye tracking movements.  Passive cycling is an excellent method of exercise to implement in longer-living older populations due to mobility issues that commonly arise with age. The research is significant as it expands our understanding of the processes that lead to executive function improvements, the influence of different types of exercise on cognition in older adults and can further aid in the establishment of interventions that address cognitive decline in longer-living older adults. I believe that attending SPA will aid me with my research project it will expand my understanding of different methodological approaches used in older adult research. It will also enhance my understanding of issues longer-living older adults face, specifically relating to dementia and mobility, and will guide future research I conduct towards addressing these problems."
Child Health and Mortality in India: action at the sub-national level to improve national child survival,"['Jha, Prabhat', 'Ram, Usha']",['N/A'],"['Child Health', 'Coverage Of Interventions', 'Epidemiology', 'Global Health', 'Inequities', 'Neonatal Health', 'Public Health']",21000.0,207911,"Many countries have experienced rapid declines in infant and child mortality in the last decades. Nevertheless, progress towards neonatal and child survival in low and middle income countries has been rather slow and mortality rates remain ten fold greater than the rates observed in higher income countries. In India, efforts to reduce child mortality have intensified recently. The National Rural Health Mission of the Government of India has initiated several interventions to increase child survival. Efforts have also been made to monitor India's maternal and child health indicators using large scale surveys. This research proposal will leverage the work of the Registrar General of India in collaboration with the Centre for Global Health Research that is producing the first estimates of cause-specific child mortality at the sub-national level by combining it with information from large scale sample surveys such as National Family Health Survey and District Level Household Survey that for the last decades has been collecting data on sub-national coverage of health interventions and prevalence of key health practices. The innovative and unique combination of these three impressive surveys will help India in identifying priority areas for action by contextualizing the barriers to child survival according to prevailing socio-cultural practices; quantifying the impact of targeted interventions by estimating the annual number of lives saved and estimating the impact that local action could have on India's national neonatal and child survival rates."
Ab-C Risk: Action to Beat Coronavirus Sub-study on Population Immunity in High-Risk Groups in Canada,"['Jha, Prabhat']","['Stewart, Suzanne L', 'Bogoch, Isaac', 'Brown, Patrick E', 'Essue, Beverley M', 'Gelband, Hellen', 'Gingras, Anne-Claude', 'Langlois, Marc-Andre', 'Pasic, Maria', 'Slutsky, Arthur S', 'Torabi, Mahmoud', 'Wodchis, Walter P']","['Determinants Of Risk', 'Epidemiology', 'National Antibody Study', 'Risk Among Vunerable Canadians']",499302.0,459214,"We have been studying the impact of SARS-CoV-2 infection and vaccination on immunity among a representative sample of about 20,000 Canadian adults, in the Action to Beat Coronavirus in Canada (Ab-C) study, since early in the pandemic. Ab-C Risk will recruit an additional 1,000 Canadians belonging to higher risk demographic and ethnic groups. The Ab-C cohort was recruited in collaboration with the Angus Reid Institute, which will continue to lead in surveying participants periodically about COVID-related experiences, including infection, clinical signs and symptoms, exposures, PCR testing for the virus (including variants of concern), and vaccination. Ab-C relies on participants to self-collect finger prick blood samples on special paper, and send them to Unity Health for analysis for SARS-CoV-2 antibodies. Three rounds of surveys and blood samples have been completed. A fourth and fifth round, planned into 2022, will include the new Ab-C Risk cohort. 

The main Ab-C Risk research questions are: 
1. What are the levels of SARS-CoV-2 vaccine-induced and natural immunity among VIPs compared with other groups?
2. How does persistence of SARS-CoV-2 antibodies among VIPs compare with other groups?
3. Can we identify age-specific predictors of maintained and declining SARS-CoV-2 antibodies among VIPs compared with others?

After each Phase, Ab-C publishes for a professional audience in high-impact journals, and for the public in a variety of forms, including Ab-C newsletters and interviews with the Canadian press. We plan to add video releases to be widely distributed to planners and others working with VIPs.

The Ab-C team, from six Canadian research institutions and the Angus Reid Institute, combines experience in large-scale population epidemiology, demography and biostatistics, laboratory science, clinical infectious disease, Indigenous health, health economics and priority setting, health equity, IT, communications, and knowledge translation."
How is COVID-19 continuing to impact children with and without Attention-Deficit/Hyperactivity Disorder?,"['Jiang, Yuanyuan', 'Bernhardt, Heidi', 'Rogers, Maria A']","['Climie, Emma', 'Corkum, Penny V', 'Mah, Janet W']","['Adhd', 'Children', 'Covid-19', 'Learning', 'Mental Health', 'Parenting']",149888.0,450608,"This study examines how COVID-19 is continuing to impact children with and without Attention-Deficit/Hyperactivity Disorder (ADHD). In Spring 2021, our research team conducted a cross-Canada survey examining the experiences of children and parents with and without ADHD. Parents completed online questionnaires assessing COVID-19 stress, parent and child mental health outcomes and lifestyle factors, parental beliefs regarding parenting, the parent-child relationship, and parent beliefs and behaviours related to child learning. The proposed study aims to follow up with these families to understand their experiences in the next school year and determine how prior levels of pandemic-related stress predict later child and parent outcomes. This study uses a one-year longitudinal design to follow up with families from our existing data collection (Time 1) at two additional timepoints (Time 2 and Time 3) in the upcoming school year. This study has three main objectives: (1) To examine how children with and without ADHD and their parents are faring in the aftermath of the pandemic, and (2) To examine how prior COVID-19 stress predicts later parent and child outcomes for children with and without ADHD, and (3) To provide meaningful information about malleable targets for the management and treatment of ADHD in the wake of the pandemic. Five hundred and thirty-nine parents in the ADHD group and 131 parents in the non-ADHD group of our original study have agreed to be contacted for future research. A timely response to support families with and without ADHD is only possible with an understanding of the continued and long-term effects of COVID-19 on child mental health and important lifestyle factors, parent mental health, and child learning-related parental beliefs and behaviours. Knowledge from this study will lead to targeted evidence-based resources for children and families to support them in recovering from the pandemic."
Utilizing participatory approaches for the planning and development of an international forum for Indigenous behavioural nutrition and physical activity research,"['Jock, Brittany W']","['McComber, Alex M', 'Baillie, Colin P', 'Delormier, Treena', 'McBeath, Brittany', 'Tai Rakena, Hariata G', 'Warbrick, Isaac']","['Health Promotion', 'Indigenous Health', 'Indigenous Peoples']",50000.0,468218,"Led by Indigenous scholars from Turtle Island and Aotearoa, this team will be facilitating participatory planning activities to develop an Indigenous Special Interest Group (SIG) within the International Society for Behavioural Nutrition and Physical Activity (ISBNPA). The creation of this SIG will serve to create a sustainable international forum for Indigenous health researchers, practitioners, Elders, knowledge holders and community members to innovate and share ideas to achieve our aspirations for health. Planning activities will take the form of Talking Circles including the voices of Indigenous researchers, trainees, and community members recruited from ISBNPA membership both virtually and in-person in Canada. Planning activities will take place both during the months leading up to (January - June 2023), and at the 2023 ISBNPA Annual Meeting happening June 15-18, 2023 in Uppsala, Sweden. Related to the planning activities, a launch of the Indigenous SIG in principle will be done through various dissemination activities at the 2023 ISBNPA Annual Meeting, including symposia and workshops for which space in the meeting program has been promised by the ISBNPA president, Dr. Erica Hinckson."
